地字第152531201600008|建设用地规划许可证|-|-|多伦县住房和城乡规划建设局|经审查，本用地项目符合城乡规划要求，颁发此证。
152531201804200101|建筑工程施工许可证|2018年04月20日|-|多伦县住房和城乡规划建设局|御龙湾住宅小区16、17#楼、酒店（生态餐厅）
根据《中华人民共和国建筑法》第八条规定，经审查，本建筑工程符合施工条件，准予施工。
152531201806190201|建筑工程施工许可证|2018年06月19日|-|多伦县住房和城乡规划建设局|御龙湾住宅小区2#、3#住宅楼
根据《中华人民共和国建筑法》第八条规定，经审查，本建筑工程符合施工条件，准予施工。
152531201806190101|建筑工程施工许可证|2018年06月19日|-|多伦县住房和城乡规划建设局|御龙湾住宅小区地下车库、1#住宅楼
根据《中华人民共和国建筑法》第八条规定，经审查，本建筑工程符合施工条件，准予施工。
152531201806250101|建筑工程施工许可证|2018年06月25日|-|多伦县住房和城乡规划建设局|御龙湾住宅小区4#、5#住宅楼
根据《中华人民共和国建筑法》第八条规定，经审查，本建筑工程符合施工条件，准予施工。
152531201806250201|建筑工程施工许可证|2018年06月25日|-|多伦县住房和城乡规划建设局|御龙湾住宅小区6#、7#住宅楼
根据《中华人民共和国建筑法》第八条规定，经审查，本建筑工程符合施工条件，准予施工。
人防行政审批〔2018〕09号|防空地下室建设项目审批表|2018年07月24日|-|多伦县人民防空办公室|多伦县御龙湾小区二期16＃楼、17＃楼、18＃楼、19＃楼
人防行政审批〔2018〕05号|防空地下室建设项目审批表|2018年07月24日|-|多伦县人民防空办公室|多伦县御龙湾小区三期1＃楼、5＃楼、12＃楼
人防行政审批〔2018〕07号|防空地下室建设项目审批表|2018年07月24日|-|多伦县人民防空办公室|多伦县御龙湾住宅小区4＃楼、6＃楼、9＃楼
人防行政审批〔2018〕06号|防空地下室建设项目审批表|2018年07月24日|-|多伦县人民防空办公室|多伦县御龙湾住宅小区2＃楼、3＃楼、13＃楼
人防行政审批〔2018〕10号|防空地下室建设项目审批表|2018年07月24日|-|多伦县人民防空办公室|多伦县御龙湾住宅小区酒店（生态餐厅）项目
人防行政审批〔2018〕08号|防空地下室建设项目审批表|2018年07月24日|-|多伦县人民防空办公室|多伦县御龙湾住宅小区7＃楼、地下车库
人防行政审批〔2018〕11号|防空地下室建设项目审批表|2018年08月06日|-|多伦县人民防空办公室|多伦县御龙湾住宅小区8＃楼、10＃楼、11＃楼、南值班室、西值班室
人防行政审批〔2018〕12号|防空地下室建设项目审批表|2018年08月06日|-|多伦县人民防空办公室|多伦县御龙湾住宅小区14＃楼、15＃楼
