2019-04-28|兴安盟鸿天园林绿化有与内蒙古蓝海矿泉水有限责任公司建设工程设计合同纠纷一审民事判决书|建设工程设计合同纠纷|原告-兴安盟鸿天园林绿化有限公司被告-内蒙古蓝海矿泉水有限责任公司|（2019）内2202民初37号|https://www.tianyancha.com/lawsuit/e2e9326eebcb4deaa9bf5e9bd0426197
2019-04-22|中铁快运股份有限公司北京分公司等合同执行裁定书|-|申请执行人-中铁快运股份有限公司北京分公司被执行人-阿尔山饮品（北京）有限公司,内蒙古蓝海矿泉水有限责任公司|（2018）京0106执8684号|https://www.tianyancha.com/lawsuit/4dbdc4c8ea304d54b3cc2d1c9f0170a4
2019-03-12|胡晓慧与内蒙古蓝海矿泉水有限责任公司一审民事裁定书|-|被申请人-内蒙古蓝海矿泉水有限责任公司|（2018）内2202民初619号|https://www.tianyancha.com/lawsuit/28451311ad054902ad2da7eaf26631f2
2019-03-12|于庭萍与内蒙古蓝海矿泉水有限责任公司一审民事裁定书|-|被申请人-内蒙古蓝海矿泉水有限责任公司|（2018）内2202民初618号|https://www.tianyancha.com/lawsuit/678f16b779d14c5db806c5907ccfc2d2
2019-03-08|麦视国际文化传媒（北京）有限公司与内蒙古蓝海矿泉水有限责任公司广告合同纠纷一审民事判决书|广告合同纠纷|原告-麦视国际文化传媒（北京）有限公司被告-内蒙古蓝海矿泉水有限责任公司|（2017）京0105民初75913号|https://www.tianyancha.com/lawsuit/9358b49cd0c04c7fb87c6260af864d6e
2019-03-08|内蒙古蓝海矿泉水有限责任公司与麦视国际文化传媒（北京）有限公司广告合同纠纷二审民事判决书|广告合同纠纷|上诉人-内蒙古蓝海矿泉水有限责任公司被上诉人-麦视国际文化传媒（北京）有限公司|（2019）京03民终2688号|https://www.tianyancha.com/lawsuit/9036feab97654b0b93fbb44d4121f5c2
2019-02-26|于薇与内蒙古蓝海矿泉水有限责任公司劳动争议一审民事判决书|劳动争议|被告-内蒙古蓝海矿泉水有限责任公司|（2018）内2202民初617号|https://www.tianyancha.com/lawsuit/c16e8d67c8224c84be9703f225057ec2
2019-02-26|于庭萍与内蒙古蓝海矿泉水有限责任公司劳动争议一审民事判决书|劳动争议|被告-内蒙古蓝海矿泉水有限责任公司|（2018）内2202民初618号|https://www.tianyancha.com/lawsuit/d84263a1ba3b44ba9f4e1c266bef9c77
2019-02-26|胡晓慧与内蒙古蓝海矿泉水有限责任公司劳动争议一审民事判决书|劳动争议|被告-内蒙古蓝海矿泉水有限责任公司|（2018）内2202民初619号|https://www.tianyancha.com/lawsuit/cfae9fb76839431c9ccdb7413c491342
2019-01-09|刘岩与内蒙古蓝海矿泉水有限责任公司委托合同纠纷一审民事判决书|委托合同纠纷|被告-内蒙古蓝海矿泉水有限责任公司|（2018）内2202民初582号|https://www.tianyancha.com/lawsuit/9f7a5d46146e11e9a8b47cd30ae00894
2019-01-09|内蒙古蓝海矿泉水有限责任公司与阿尔山市雨明典当有限责任公司、甘肃建新实业集团有限公司等借款合同纠纷二审民事判决书|借款合同纠纷|上诉人-内蒙古蓝海矿泉水有限责任公司被上诉人-阿尔山市雨明典当有限责任公司,甘肃建新实业集团有限公司,中油新兴能源产业集团有限公司|（2018）甘民终672号|https://www.tianyancha.com/lawsuit/d1613f62145311e9a8b47cd30ae00894
2019-01-03|内蒙古蓝海矿泉水有限责任公司、中油新兴能源产业集团有限公司买卖合同纠纷一审民事裁定书|买卖合同纠纷|被申请人-内蒙古蓝海矿泉水有限责任公司,中油新兴能源产业集团有限公司|（2018）苏0582民初8767号之二|https://www.tianyancha.com/lawsuit/2fe02062104e11e9a8b47cd30ae00894
2018-10-20|（2018）甘0102执异123号执行裁定书|-|异议人-甘肃阿尔山商贸有限公司,内蒙古蓝海矿泉水有限责任公司|（2018）甘0102执异123号|https://www.tianyancha.com/lawsuit/349bfc87ead811e8a8b47cd30ae00894
2018-10-17|江苏星A包装机械集团有限公司与内蒙古蓝海矿泉水有限责任公司、中油新兴能源产业集团有限公司买卖合同纠纷一审民事裁定书|买卖合同纠纷|被告-内蒙古蓝海矿泉水有限责任公司,中油新兴能源产业集团有限公司|（2018）苏0582民初8767号之一|https://www.tianyancha.com/lawsuit/216ca8db9d3240818a5b73841e63a004
2018-08-13|内蒙古蓝海矿泉水有限责任公司与山西阿尔山饮品有限公司合同纠纷执行裁定书|合同纠纷|申请执行人-内蒙古蓝海矿泉水有限责任公司被执行人-山西阿尔山饮品有限公司|（2018）内2202执22号|https://www.tianyancha.com/lawsuit/61161507bd6c11e8a8b47cd30ae00894
2018-08-09|内蒙古派力建筑工程有限责任公司与内蒙古蓝海矿泉水有限责任公司合同、无因管理、不当得利执行实施类执行裁定书|-|申请执行人-内蒙古派力建筑工程有限责任公司被执行人-内蒙古蓝海矿泉水有限责任公司|（2017）内2202执170号|https://www.tianyancha.com/lawsuit/3d74c608bd6a11e8a8b47cd30ae00894
2018-08-02|胡明玉对下级法院执行异议裁定的复议执行审查类执行裁定书|-|复议申请人-内蒙古蓝海矿泉水有限责任公司|（2018）内22执复6号|https://www.tianyancha.com/lawsuit/266132a9bd6f11e8a8b47cd30ae00894
2018-07-30|内蒙古蓝海矿泉水有限责任公司、中油新兴能源产业集团有限公司买卖合同纠纷民事诉讼保全裁定书|买卖合同纠纷|被申请人-中油新兴能源产业集团有限公司,内蒙古蓝海矿泉水有限责任公司|（2016）苏0582民初13676号之四|https://www.tianyancha.com/lawsuit/e151c7aaa9dc11e8a8b47cd30ae00894
2018-07-07|阿尔山市雨明典当有限责任公司与内蒙古蓝海矿泉水有限责任公司、中油新兴能源产业集团有限公司债务转移合同纠纷一审民事判决书|债务转移合同纠纷|原告-阿尔山市雨明典当有限责任公司被告-内蒙古蓝海矿泉水有限责任公司,中油新兴能源产业集团有限公司|（2016）内2202民初397号|https://www.tianyancha.com/lawsuit/869481da8b5311e8a8b47cd30ae00894
2018-07-02|阿尔山市矗天经贸有限公司与内蒙古蓝海矿泉水有限责任公司、中油新兴能源产业集团有限公司买卖合同纠纷一审民事裁定书|买卖合同纠纷|原告-阿尔山市矗天经贸有限公司被告-内蒙古蓝海矿泉水有限责任公司,中油新兴能源产业集团有限公司|（2016）内2202民初410号之二|https://www.tianyancha.com/lawsuit/7c07a64ca5e511e8a8b47cd30ae00894
2018-07-02|阿尔山市矗天经贸有限公司与内蒙古蓝海矿泉水有限责任公司、中油新兴能源产业集团有限公司买卖合同纠纷一审民事裁定书|买卖合同纠纷|原告-阿尔山市矗天经贸有限公司被告-内蒙古蓝海矿泉水有限责任公司,中油新兴能源产业集团有限公司|（2016）内2202民初410号之三|https://www.tianyancha.com/lawsuit/7c0f0a5aa5e511e8a8b47cd30ae00894
2018-06-21|阿尔山市雨明典当有限责任公司与内蒙古蓝海矿泉水有限责任公司、中油新兴能源产业集团有限公司等借款合同纠纷一审民事判决书|借款合同纠纷|原告-阿尔山市雨明典当有限责任公司被告-内蒙古蓝海矿泉水有限责任公司,中油新兴能源产业集团有限公司,甘肃建新实业集团有限公司|（2017）甘12民初19号|https://www.tianyancha.com/lawsuit/e6a8f48fa9ca11e8a8b47cd30ae00894
2018-06-07|内蒙古派力建筑工程有限责任公司与内蒙古蓝海矿泉水有限责任公司建设工程施工合同纠纷一审民事判决书|建设工程施工合同纠纷|原告-内蒙古派力建筑工程有限责任公司被告-内蒙古蓝海矿泉水有限责任公司|（2017）内2202民初294号|https://www.tianyancha.com/lawsuit/0a3a10c5d4c411e8a8b47cd30ae00894
2018-04-28|洮南市金塔龙港包装印刷有限公司与内蒙古蓝海矿泉水有限责任公司买卖合同纠纷一审民事裁定书|买卖合同纠纷|原告-洮南市金塔龙港包装印刷有限公司被告-内蒙古蓝海矿泉水有限责任公司|（2018）吉0881民初631号|https://www.tianyancha.com/lawsuit/90334bd58a3011e8a8b47cd30ae00894
2018-03-05|江苏星Ａ包装机械集团有限公司与内蒙古蓝海矿泉水有限责任公司、中油新兴能源产业集团有限公司买卖合同纠纷一审民事判决书|买卖合同纠纷|被告-内蒙古蓝海矿泉水有限责任公司,中油新兴能源产业集团有限公司|（2016）苏0582民初13676号|https://www.tianyancha.com/lawsuit/8e727825952811e8a8b47cd30ae00894
2018-01-26|内蒙古蓝海矿泉水有限责任公司和甘肃阿尔山商贸有限公司企业借贷纠纷二审民事判决书|企业借贷纠纷|上诉人-内蒙古蓝海矿泉水有限责任公司被上诉人-甘肃阿尔山商贸有限公司|（2017）甘01民终2790号|https://www.tianyancha.com/lawsuit/63befc7f0cb511e881ec008cfaf870e0
2018-01-25|江苏星Ａ包装机械集团有限公司与内蒙古蓝海矿泉水有限责任公司、中油新兴能源产业集团有限公司买卖合同纠纷民事诉讼保全裁定书|买卖合同纠纷|被申请人-内蒙古蓝海矿泉水有限责任公司,中油新兴能源产业集团有限公司|（2016）苏0582民初13676号之一|https://www.tianyancha.com/lawsuit/6408224b0cb511e881ec008cfaf870e0
2018-01-02|徐福春与蓝海矿泉水公司合同纠纷执行裁定书|合同纠纷|异议人-内蒙古蓝海矿泉水有限责任公司|（2017）内2202执异1号|https://www.tianyancha.com/lawsuit/1ec19c881cb611e881ec008cfaf870e0
2017-12-18|内蒙古蓝海矿泉水有限责任公司与国家工商行政管理总局商标评审委员会其他一审行政判决书|-|原告-内蒙古蓝海矿泉水有限责任公司|（2015）京知行初字第1992号|https://www.tianyancha.com/lawsuit/b3289f12422411e8b0207cd30ae00c08
2017-12-12|内蒙古蓝海矿泉水有限责任公司与山西阿尔山饮品有限公司买卖合同纠纷一审民事判决书|买卖合同纠纷|原告-内蒙古蓝海矿泉水有限责任公司被告-山西阿尔山饮品有限公司|（2017）内2202民初229号|https://www.tianyancha.com/lawsuit/63f6998a0cb511e881ec008cfaf870e0
2017-12-12|齐晓炜与内蒙古蓝海矿泉水有限责任公司追偿权纠纷一审民事裁定书|追偿权纠纷|被告-内蒙古蓝海矿泉水有限责任公司|（2017）内2202民初490号|https://www.tianyancha.com/lawsuit/63cab6f10cb511e881ec008cfaf870e0
2017-12-01|上诉人中油新兴能源产业集团有限公司、原审被告内蒙古蓝海矿泉水有限责任公司、甘肃建新实业集团有限公司借款合同纠纷一案的民事裁定书|借款合同纠纷|上诉人-中油新兴能源产业集团有限公司被上诉人-阿尔山市雨明典当有限责任公司,内蒙古蓝海矿泉水有限责任公司,甘肃建新实业集团有限公司|（2017）甘民辖终70号|https://www.tianyancha.com/lawsuit/63e476b10cb511e881ec008cfaf870e0
2017-11-30|上诉人中油新兴能源产业集团有限公司因与被上诉人甘肃建新实业集团有限公司、原审被告中国国储能源化工集团股份有限公司、原审第三人内蒙古蓝海矿泉水有限责任公司股权转让纠纷一案的民事裁定书|股权转让纠纷|上诉人-中油新兴能源产业集团有限公司被上诉人-甘肃建新实业集团有限公司,中国国储能源化工集团股份有限公司|（2017）甘民辖终69号|https://www.tianyancha.com/lawsuit/600ed603958311e8a8b47cd30ae00894
2017-07-31|李雷与内蒙古蓝海矿泉水有限责任公司、中油新兴能源产业集团有限公司、赵玮龙、徐玲叶、赵玮青债权转让合同纠纷一审民事裁定书|债权转让合同纠纷|被告-内蒙古蓝海矿泉水有限责任公司,中油新兴能源产业集团有限公司|（2016）内2202民初411号|https://www.tianyancha.com/lawsuit/564053e90f5b11e881ec008cfaf870e0
2017-07-07|内蒙古蓝海矿泉水有限责任公司与内蒙古派力建筑工程有限责任公司建设工程施工合同纠纷二审民事判决书|建设工程施工合同纠纷|上诉人-内蒙古蓝海矿泉水有限责任公司被上诉人-内蒙古派力建筑工程有限责任公司|（2017）内22民终316号|https://www.tianyancha.com/lawsuit/1b9adaf29c1111e788a5008cfaf8725a
2017-06-21|葫芦岛市连山区兴盛街怡水源食品商贸行与内蒙古蓝海矿泉水有限责任公司买卖合同纠纷一审民事判决书|买卖合同纠纷|原告-葫芦岛市连山区兴盛街怡水源食品商贸行被告-内蒙古蓝海矿泉水有限责任公司|（2017）内2202民初66号|https://www.tianyancha.com/lawsuit/b9e274f19d0f11e788a5008cfaf8725a
2017-04-13|白城市穗港印刷包装有限公司与内蒙古蓝海矿泉水有限责任公司买卖合同纠纷一审民事裁定书|买卖合同纠纷|原告-白城市穗港印刷包装有限公司被告-内蒙古蓝海矿泉水有限责任公司|（2017）吉0802民初625号|https://www.tianyancha.com/lawsuit/003070fdc47a43aa8f9f89e441c4a85c
2017-03-20|内蒙古蓝海矿泉水有限责任公司与国家工商行政管理总局商标评审委员会其他一审行政判决书|-|原告-内蒙古蓝海矿泉水有限责任公司|2015年京知行初字第01992号|https://www.tianyancha.com/lawsuit/3f27e4a51aec4c6f823cdde862e7ad3c
2016-12-26|内蒙古派力建筑工程有限责任公司与内蒙古蓝海矿泉水有限责任公司建筑施工合同纠纷一审民事裁定书|合同纠纷|原告-内蒙古派力建筑工程有限责任公司被告-内蒙古蓝海矿泉水有限责任公司|（2016）内2202民初319号|https://www.tianyancha.com/lawsuit/799666a254fc4929b1ce76117901483e
2016-12-19|新城区白玲烟酒经销部申请执行呼和浩特市紫气东来商贸有限公司、阿尔山矗天经贸有限公司、阿尔山饮品（北京）有限公司、内蒙古蓝海矿泉水有限责任公司终本执行裁定书|-|申请人-新城区白玲烟酒经销部被执行人-呼和浩特市紫气东来商贸有限公司,经贸有限公司,阿尔山饮品（北京）有限公司,内蒙古蓝海矿泉水有限责任公司|（2016）内0105执01950号|https://www.tianyancha.com/lawsuit/48c78f59ed4f4756abf8939f116fa1ee
2016-12-05|中油新兴能源产业集团有限公司因诉李雷、内蒙古蓝海矿泉水有限责任公司，原审第三人赵玮龙、徐玲叶、赵玮青债权转让合同纠纷一案二审民事裁定书|债权转让合同纠纷|上诉人-中油新兴能源产业集团有限公司被上诉人-内蒙古蓝海矿泉水有限责任公司|（2016）内22民终1492号|https://www.tianyancha.com/lawsuit/6fcd9ab1c3a94c4ca32cb68001d32e89
2016-12-05|中油新兴能源产业集团有限公司因诉阿尔山市矗天经贸有限公司、内蒙古蓝海矿泉水有限责任公司买卖合同纠纷一案二审民事裁定书|买卖合同纠纷|上诉人-中油新兴能源产业集团有限公司被上诉人-阿尔山市矗天经贸有限公司,内蒙古蓝海矿泉水有限责任公司|（2016）内22民终1490号|https://www.tianyancha.com/lawsuit/3c028f29ab0c4e219a04b1d8ff6758f2
2016-12-05|中油新兴能源产业集团有限公司因诉阿尔山市雨明典当有限责任公司、内蒙古蓝海矿泉水有限责任公司债务转移合同纠纷二审民事裁定书|债务转移合同纠纷|上诉人-中油新兴能源产业集团有限公司被上诉人-阿尔山市雨明典当有限责任公司,内蒙古蓝海矿泉水有限责任公司|（2016）内22民终1489号|https://www.tianyancha.com/lawsuit/f70ea7a64670497e828fa43a54997123
2016-11-18|内蒙古蓝海矿泉水有限责任公司与国家工商行政管理总局商标评审委员会其他一审行政判决书|-|原告-内蒙古蓝海矿泉水有限责任公司|2015年京知行初字第01428号|https://www.tianyancha.com/lawsuit/1c72c8120aee43a3ab8c7cb2c130fe90
2016-11-18|邓青云与赵玮龙、内蒙古蓝海矿泉水有限责任公司买卖合同纠纷一审民事判决书|买卖合同纠纷|被告-内蒙古蓝海矿泉水有限责任公司|（2016）内2202民初256号|https://www.tianyancha.com/lawsuit/5102ea53458a4633b0d8c4d32f5b4d78
2016-11-18|王立君与赵玮龙、内蒙古蓝海矿泉水有限责任公司劳务合同纠纷一审民事判决书|劳务合同纠纷|被告-内蒙古蓝海矿泉水有限责任公司|（2016）内2202民初299号|https://www.tianyancha.com/lawsuit/e6d924e42f87400086054b1c19ada2b2
2016-11-04|内蒙古蓝海矿泉水有限责任公司与国家工商行政管理总局商标评审委员会其他二审行政判决书|-|上诉人-内蒙古蓝海矿泉水有限责任公司|（2016）京行终3410号|https://www.tianyancha.com/lawsuit/b5e569b823aa40289d74392dc621de09
2016-07-26|原告新城区白玲烟酒经销部与被告呼和浩特市紫气东来商贸有限公司、阿尔山市矗天经贸有限公司、阿尔山饮品（北京）有限公司、内蒙古蓝海矿泉水有限责任公司买卖合同纠纷一审民事判决书|买卖合同纠纷|原告-新城区白玲烟酒经销部被告-呼和浩特市紫气东来商贸有限公司,阿尔山市矗天经贸有限公司,阿尔山饮品（北京）有限公司,内蒙古蓝海矿泉水有限责任公司|（2016）内0105民初3302号|https://www.tianyancha.com/lawsuit/aa2f227b0ede4799a157d7112ea24850
2016-05-16|北京致高视点传媒广告有限公司与内蒙古蓝海矿泉水有限责任公司广告合同纠纷一审民事判决书|广告合同纠纷|原告-北京致高视点传媒广告有限公司被告-内蒙古蓝海矿泉水有限责任公司|2015年朝民（商）初字第12846号|https://www.tianyancha.com/lawsuit/a9c5c2ddd14b4f32a189333d5ab115fd
2015-08-20|内蒙古蓝海矿泉水有限责任公司诉国家工商行政管理总局商标评审委员会其他一案|-|原告-内蒙古蓝海矿泉水有限责任公司|（2015）京知行初字第1428号|https://www.tianyancha.com/lawsuit/c17f65eaf0db40ce9c0929105f53b118
2015-03-09|中山市国景家具有限公司与内蒙古蓝海矿泉水有限责任公司买卖合同纠纷执行裁定书|买卖合同纠纷|申请执行人-中山市国景家具有限公司被执行人-内蒙古蓝海矿泉水有限责任公司|（2015）阿执字第21号|https://www.tianyancha.com/lawsuit/c69655be1cba11e6b554008cfae40dc0
