0429260771|污染物排放许可证|-|-|宁城县环境保护局|烟尘、SO2
0429260651|污染物排放许可证|-|-|宁城县环境保护局|烟尘、SO2
宁经信发〔2015〕38号|备案|-|-|宁城县经济和信息化局|企业投资项目备案确认书
-|肥料登记证|2017年07月14日|2022年07月01日|农牧业厅|蒙农肥（2017）准字1350号
蒙农肥（2018）准字1889号|肥料登记证|2018年10月10日|2023年10月01日|农牧业厅|肥料登记审批
蒙农肥（2018）准字1891号|肥料登记证|2018年10月10日|2023年10月01日|农牧业厅|肥料登记审批
蒙农肥（2018）准字1890号|肥料登记证|2018年10月10日|2023年10月01日|农牧业厅|肥料登记审批
（蒙）XK13-001-00010|全国工业产品生产许可证|2015年10月19日|-|内蒙古自治区质量技术监督局|1、复合肥料（高浓度）  
2、复混肥料（高浓度）   
3、掺混肥料
4、有机-无机复合肥料（I）型   
5、其他类型复肥（稳定性复肥）（稳定性复肥I型）
蒙农肥（2019）准字2140号|肥料登记证|2019年04月11日|2024年04月01日|农牧厅|肥料登记证
蒙农肥（2019）准字2141号|肥料登记证|2019年04月11日|2024年04月01日|农牧厅|肥料登记证
