1527001300022|爆破作业单位许可证|-|-|鄂尔多斯市公安局	|非营业性爆破作业单位许可				
（蒙）MK安许证字〔2016 KG018〕|安全生产许可证|-|-|内蒙古煤矿安全监察局|安全生产许可证过期重新核发
（2015）152724000060|餐饮服务许可证|-|-|鄂托克前旗食品药品监督管理局|食堂
鄂前国税 许变更准 〔2016〕 2 号			|准予变更税务行政许可决定书|-|-|鄂托克前旗国家税务局	|对增值税防伪税控系统最高开票限额的审批
鄂前环评字〔2015〕21号|新上海一号煤矿1#、2#蓄水池工程项目|-|-|鄂托克前旗环境保护局|建设项目环境影响报告表的批复
鄂前国税 许变更准 〔2016〕 2 号|准予税务行政许可决定书|-|-|鄂托克前旗国家税务局|对增值税防伪税控系统最高开票限额的审批
鄂前环评字〔2015〕37号|内蒙古上海庙矿业有限责任公司榆树井煤矿蓄水池环保工程项目|-|-|鄂托克前旗环境保护局|建设项目环境影响报告表的批复
（蒙）MK安许证字〔2016KQ001〕|安全生产许可证|-|-|内蒙古煤矿安全监察局|安全生产许可证颁发（公司）
内煤局字〔2018〕97号|关于内蒙古上海庙矿业有限责任公司新上海一号煤矿修改初步设计的批复|2018年05月24日|-|内蒙古自治区煤炭工业局|初步设计修改
C1000002008111110001321|采矿许可证|2011年07月25日|-|国土资源部|煤炭地下开采
