2018-09-18|一种新型中药制粒机|CN201720939354|CN207871151U|实用新型
2018-09-18|一种润药效果好的中药润药机|CN201720939353|CN207871150U|实用新型
2018-06-01|一种治疗高血压、高血脂、高血糖、高血粘的中药组合物及其制备方法|CN201810126870.1|CN108096423A|发明专利
2018-04-10|一种新型中药粉碎机|CN201720979383.0|CN207204191U|实用新型
2018-04-03|包装盒（清血八味片）|CN201730335495.8|CN304564679S|外观专利
2018-03-13|一种中药球形浓缩罐的抽液装置|CN201720917801.3|CN207085353U|实用新型
2018-03-02|一种滚筒式中药洗药机|CN201720979234.4|CN207057160U|实用新型
2018-02-27|一种中药提取罐设备|CN201720979411.9|CN207041969U|实用新型
2018-02-23|一种中药浓缩罐的清理装置|CN201720939672.8|CN207026047U|实用新型
2018-02-06|一种中药中空浓缩器|CN201720917802.8|CN206965154U|实用新型
2018-02-06|一种中药片剂物压片机|CN201720939671.3|CN206968060U|实用新型
2018-02-06|一种中药筛分清理装置|CN201720917245.X|CN206966108U|实用新型
