聚焦煤炭清洁高效利用，引领兰炭绿色高端发展，谢克昌、张有生、常纪文、尚建选等30位知名专家指导兰炭产业高端发展，下周一神木见|-|神木市兰炭行业协会秘书长 汪 舰 大连旺佳新能源科技开发股份有限公司董事局主席助理 李玉奎 内蒙古正能化工集团有限公司董事长 陈根永 陕西天宇镁业集团有限公司董事长 陈茂荣|-|微信公众号|-|2019年05月23日|-|https://news.tianyancha.com/detail/934a63155b838b7d7a61c0533bb08ee7745dabe3.html
【调研】鄂尔多斯市市场监管局局长韩玉光带队督查东胜区、伊金霍洛旗、康巴什区三地市场安全工作|-|做到安全生产零事故。 伊霍洛旗 在伊金霍洛旗，督查组一行先后到内蒙古汇能煤化工有限公司、内蒙古正能化工集团有限公司、神华鄂尔多斯煤制油分公司、神东煤炭分公司设备维修中心三厂等地|-|微信公众号|-|2019年05月22日|-|https://news.tianyancha.com/detail/2e0f4e90876a67f1b27b5c8965bcc3753768d2b4.html
神木大会日程：260家煤炭、兰炭、化工、冶金及工艺技术、环保企业和多地发改、工信、能源主管部门500人，谢克昌等30位专家作报告|-|汪 舰 大连旺佳新能源科技开发股份有限公司董事局主席助理 李玉奎 内蒙古正能化工集团有限公司董事长 陈根永 陕西天宇镁业集团有限公司董事长 陈茂荣|-|微信公众号|-|2019年05月21日|-|https://news.tianyancha.com/detail/fd6445ece8f6e678fd7e8efe5b52d755319388c4.html
【上级督查】鄂尔多斯市市场监督管理局局长韩玉光带队调研督查伊旗市场安全工作|-|旗市场监督管理局局长李瑞成等有关同志陪同调研。 调研督查组一行先后到内蒙古汇能煤化工有限公司、内蒙古正能化工集团有限公司、神华鄂尔多斯煤制油分公司、神东煤炭分公司设备维修中心三厂等地|-|微信公众号|-|2019年05月15日|-|https://news.tianyancha.com/detail/e3d50cefc3af6647d78c419be65d158f2bb245f7.html
第三届中国兰炭产业绿色发展与应用创新大会5月28日将在陕西神木召开！|-|汪 舰 大连旺佳新能源科技开发股份有限公司董事局主席助理 李玉奎 内蒙古正能化工集团有限公司董事长 陈根永 陕西天宇镁业集团有限公司董事长 陈茂荣|-|微信公众号|-|2019年05月14日|-|https://news.tianyancha.com/detail/cb4df2d599adef2fef5f727022723b34fc299be3.html
生态环境部再次受理煤制天然气项目，总投资244亿|-|汪 舰 大连旺佳新能源科技开发股份有限公司董事局主席助理 李玉奎 内蒙古正能化工集团有限公司董事长 陈根永 陕西天宇镁业集团有限公司董事长 陈茂荣|-|微信公众号|-|2019年05月14日|-|https://news.tianyancha.com/detail/d98639e8d2e6201e56e2ec000dde3c04a55439b8.html
千亿煤化工潜行煤炭大省地方环境承压|-|汪 舰 大连旺佳新能源科技开发股份有限公司董事局主席助理 李玉奎 内蒙古正能化工集团有限公司董事长 陈根永 陕西天宇镁业集团有限公司董事长 陈茂荣|-|微信公众号|-|2019年05月13日|-|https://news.tianyancha.com/detail/cae84829fb5b1ac0f5a4bf1c1695e54cf84b9d0a.html
关于召开“中国煤炭加工利用协会兰炭分会一届二次会员代表大会”的通知|-|汪 舰 大连旺佳新能源科技开发股份有限公司董事局主席助理 李玉奎 内蒙古正能化工集团有限公司董事长 陈根永 陕西天宇镁业集团有限公司董事长 陈茂荣|-|微信公众号|-|2019年05月11日|-|https://news.tianyancha.com/detail/df6381ded5ea9684a7cbe41331f34daa11acf28f.html
2019中国绿色企业100强|-|83 国能日新科技股份有限公司 84 深圳市瑞能实业股份有限公司 85 　　内蒙古正能化工集团有限公司 86 中天光伏技术有限公司 87 　　内蒙古阳泰商贸有限公司 88|-|eNet硅谷动力|-|2019年05月10日|-|https://news.tianyancha.com/detail/f86b7576ff856d27a006e25fe5d38bd97a3af628.html
山西2019年重点推动哪些煤化工项目|-|汪 舰 大连旺佳新能源科技开发股份有限公司董事局主席助理 李玉奎 内蒙古正能化工集团有限公司董事长 陈根永 陕西天宇镁业集团有限公司董事长 陈茂荣|-|微信公众号|-|2019年05月06日|-|https://news.tianyancha.com/detail/a762b2d11811090cc91b92217d2c7b528cbe6dbd.html
石家庄：清洁能源未覆盖地区一律使用洁净型煤取暖|-|汪 舰 大连旺佳新能源科技开发股份有限公司董事局主席助理 李玉奎 内蒙古正能化工集团有限公司董事长 陈根永 陕西天宇镁业集团有限公司董事长 陈茂荣|-|微信公众号|-|2019年05月05日|-|https://news.tianyancha.com/detail/69885830dd2f03428529f6ccf636b662d54a7414.html
第三届煤炭清洁利用暨中国兰炭产业绿色发展与应用创新大会5月底将在神木召开|-|汪 舰 大连旺佳新能源科技开发股份有限公司董事局主席助理 李玉奎 内蒙古正能化工集团有限公司董事长 陈根永 陕西天宇镁业集团有限公司董事长 陈茂荣|-|微信公众号|-|2019年04月17日|-|https://news.tianyancha.com/detail/bcde13ac19e9030332202f6fadacfeaf4a46446f.html
伊金霍洛旗举行2019年春季重大项目开工动员大会|-|察汗淖集运站建设项目等20个项目，项目总投资达 40.04亿元。 动员大会上，企业代表内蒙古正能化工集团有限公司负责人李玉广作了表态发言。各镇、各有关部门|-|微信公众号|-|2019年04月12日|-|https://news.tianyancha.com/detail/dc32c3c791a6b1582b512eb54aeb81736a448d7c.html
投资40亿元开工20个项目伊金霍洛旗举行2019年春季重大项目开工动员大会|-|察汗淖集运站建设项目等20个项目，项目总投资达40.04亿元。 动员大会上，企业代表内蒙古正能化工集团有限公司负责人李玉广作了表态发言。各镇、各有关部门|-|微信公众号|-|2019年04月11日|-|https://news.tianyancha.com/detail/105f531474eb3f13f4c4c6c65177237a5ac0bfac.html
第三届煤炭清洁利用暨中国兰炭产业绿色发展与应用创新大会5月底将在神木召开|-|汪 舰 大连旺佳新能源科技开发股份有限公司董事局主席助理 李玉奎 内蒙古正能化工集团有限公司董事长 陈根永 陕西天宇镁业集团有限公司董事长 陈茂荣|-|微信公众号|-|2019年03月30日|-|https://news.tianyancha.com/detail/8b6c15e68ae17399ba470bc5a1de04ca6fbb3981.html
