奈经信投技字[2014]20号|关于内蒙古和谊镍铬复合材料有限公司《年产1500万立方米煤气站建设项目》备案的通知|-|-|奈曼旗经济和信息化局|位于通辽市奈曼旗工业园区，项目建设年产1500万立方米干馏式煤气发生炉站及配套设施。
奈质监许决2016第09号|压力容器使用登记|-|-|奈曼旗质量技术监督局|容17蒙GG0025（16）
奈质监许决2016第34号|起重机使用登记|-|-|奈曼旗质量技术监督局|起17蒙GG0021(16)
奈发改字〔2015〕24号|关于奈曼旗石碑石灰岩板岩9#采矿区建设项目节能评估报告表的批复|-|-|内蒙古通辽市奈曼旗发展和改革局|你单位委托通辽市博远科技咨询中心编制的《奈曼旗石碑石灰岩、板岩#9采矿区建设项目节能评估报告表》等有关材料收悉。项目建设内容包括新建年采矿石75万吨生产线及其公用辅助设施，购置矿山机械设备17台套。按照国家发展改革委《固定资产投资项目节能评估和审查暂行办法》（2010年第6号令）要求，我局组织相关技术人员对节能评估报告书中所述项目的能源消耗种类、能源消耗指标和节能效果等进行了审查，批复如下：
一、项目选址奈曼旗新镇石碑村北约2公里处，总投资1566.58万元。项目主要消耗能源品种为电、原煤、柴油和水，年用电量265.11万千瓦时，主要是生产等设备用电，原煤83.92吨，柴油555.79吨，年用水量1716吨。项目综合能耗当量值为1178.82吨标准煤/年，等价值为1924.2吨标准煤/年。项目综合能耗对全旗能源消费的影响不大，项目建设符合国家产业政策及相关法律、法规和标准，同意项目按项目书中所列节能技术及管理措施实施。
奈国用（2015）第20150493号|国有土地使用证|-|-|奈曼旗国土资源局|不动产权
奈质监许决2016第09号|起重机使用登记|-|-|奈曼旗质量技术监督局|容17蒙GG0026(16)
奈经信投技字[2015]11号|关于内蒙古和谊镍铬复合材料有限公司《1-2#生产线烟气脱硫系统改造项目》备案的通知|-|-|奈曼旗经济和信息化局 |项目位于通辽市奈曼旗大沁他拉镇工业园区。项目对落后脱硫装置进行改造，采用“石灰石-石膏湿法脱硫”工艺技术，建设脱硫控制室、脱硫塔等基础设施。
奈质监许决2017第14号|锅炉使用登记|-|-|奈曼旗质量技术监督局|锅20蒙GG0005(17)
奈国用（2015）第20150491号|国有土地使用证|-|-|奈曼旗国土资源局|不动产权
通公消审字（2014）第071号|建设工程消防设计审核意见书|-|-|通辽市公安消防支队 |新建年产60万吨镍铬合金项目一期工程消防设计审核
JY21505250020713|食品经营许可证  |-|-|奈曼旗食品药品监督管理局  |热食类食品制售
奈质监许决2017第14号|起重使用登记|-|-|奈曼旗质量技术监督局|起17蒙GG0001(17)
通公消审字[2016]第069号|建设工程消防设计审核意见书|-|-|通辽市公安消防支队|内蒙古和谊镍铬复合材料有限公司第3-4号生产线项目消防设计审核
奈国用（2015）第20150492号|国有土地使用证|-|-|奈曼旗国土资源局|不动产权
奈质监许决2017第14号|压力容器使用登记|-|-|奈曼旗质量技术监督局|起17蒙GG0005(17)
奈经信投技字[2014]23号|关于内蒙古和谊镍铬复合材料有限公司《红土镍矿堆场建设项目》延长建设期的通知|-|-|奈曼旗经济和信息化局|内蒙古和谊镍铬复合材料有限公司“红土镍矿堆场建设项目”，奈曼旗经济和信息化局以奈经信投技字[2012]25号文件备案。经审查，你公司就内蒙古和谊镍铬复合材料有限公司红土堆场建设项目申请延期的事由，符合工业建设项目建设内容变更的相关规定，现同意该项目建设期延期至2015年12月末。项目建设期延期后，“奈经信投技字[2012]25号”文备案项目其他内容不变。此件不单独构成项目备案的依据。
通公消验字[2016]第006号|建设工程消防验收意见书|-|-|通辽市公安消防支队|年产60万吨镍铬合金项目一期新建工程消防验收
奈国用（2015）第20150494号|国有土地使用证|-|-|奈曼旗国土资源局|不动产权
奈质监许决2016第09号|锅炉使用登记|-|-|奈曼旗质量技术监督局|容17蒙GG0028(16)
奈环审字（2014）130号|关于内蒙古和谊镍铬复合材料有限公司《红土镍矿堆场建设项目环境影响报告表》的审批意见|2014年11月21日|-|通辽市奈曼旗环境保护局|建设项目环境影响评价
奈环审字（2015）59号|关于内蒙古和谊镍铬复合材料有限公司《1-2#生产线烟气脱硫系统改造项目环境影响报告表》的审批意见|2015年05月17日|-|通辽市奈曼旗环境保护局|建设项目环境影响评价
奈环审字（2015）79号|关于《内蒙古和谊镍铬复合材料有限公司年产15万吨煤粉加工项目环境影响报告表》的审批意见|2015年07月20日|-|通辽市奈曼旗环境保护局|建设项目环境影响评价
-|关于《内蒙古和谊镍铬复合材料有限公司供热锅炉项目环境影响报告表》的审批意见|2015年07月21日|-|通辽市奈曼旗环境保护局|建设项目环境影响评价
奈政土字（2015）54号|建设用地批准书|2015年09月09日|2017年08月09日|通辽市奈曼旗国土资源局|精制镍铁及深加工建设项目
