伊国税许准 〔2015〕205号|增值税专用发票（增值税税控系统）最高开票限额审批|-|-|鄂尔多斯市伊金霍洛旗国家税务局|核准增值税专用发票防伪税控系统最高开票限额为十万元
伊国税许准 〔2015〕209号|增值税专用发票（增值税税控系统）最高开票限额审批|-|-|鄂尔多斯市伊金霍洛旗国家税务局|核准增值税专用发票防伪税控系统最高开票限额为十万元
-|伊金霍洛旗环保局关于鄂尔多斯市伊金霍洛旗高勒庙水源工程竣工环境保护验收意见的通知|2017年05月22日|-|伊金霍洛旗环境保护局|建设项目环境影响报告表
-|伊金霍洛旗环保局关于伊金霍洛旗什拉乌素城镇应急水源工程竣工环境保护验收意见的通知|2017年05月22日|-|伊金霍洛旗环境保护局|建设项目环境影响报告书
-|伊金霍洛旗环保局关于伊金霍洛旗查干淖尔城镇应急水源工程竣工环境保护验收意见的通知|2017年05月22日|-|伊金霍洛旗环境保护局|建设项目环境影响报告书
-|伊金霍洛旗环保局关于鄂尔多斯市伊金霍洛旗阿镇东线供水工程竣工环境保护验收意见的通知|2017年05月27日|-|伊金霍洛旗环境保护局|建设项目环境影响报告表
-|伊金霍洛旗环保局关于札萨克至阿镇城市应急供水工程（一期）竣工环境保护验收意见的通知|2017年05月27日|-|伊金霍洛旗环境保护局|建设项目环境影响报告表
-|伊金霍洛旗环保局关于札萨克至阿镇城市应急供水工程（二期）竣工环境保护验收意见的通知|2017年05月27日|-|伊金霍洛旗环境保护局|建设项目环境影响报告表
内草审字（2017）第409号|草原征用使用审核同意书|2017年09月30日|-|内蒙古自治区农牧业厅|征用使用草原审核
-|环保部门批文|2018年09月20日|-|伊金霍洛旗环境保护局|建设项目环境影响报告表
-|环保主管部门批文|2019年01月28日|-|伊金霍洛旗环境保护局|鄂尔多斯市蒙古源流文化产业园区给水管网工程环境影响报告表的批复
