2016-07-21|A1502858729|内蒙古鄂尔多斯投资控股集团有限公司|中国银行股份有限公司青岛市分行|有效|36000
2018-05-30|A1800007162|内蒙古鄂尔多斯投资控股集团有限公司|内蒙古银行股份有限公司呼和浩特环城支行|有效|-
2018-02-01|A1800004799|内蒙古鄂尔多斯投资控股集团有限公司|鄂尔多斯银行股份有限公司东胜支行|有效|-
2018-08-14|A1800008476|内蒙古鄂尔多斯投资控股集团有限公司|鄂尔多斯银行股份有限公司东胜支行|有效|-
2018-08-15|A1800008513|内蒙古鄂尔多斯投资控股集团有限公司|鄂尔多斯银行股份有限公司东胜支行|有效|-
2018-04-04|A1800005746|王林祥|鄂尔多斯银行股份有限公司东胜支行|有效|-
2018-11-05|A1800009791|内蒙古鄂尔多斯投资控股集团有限公司|鄂尔多斯银行股份有限公司东胜支行|有效|-
2018-11-08|A1800009794|内蒙古鄂尔多斯投资控股集团有限公司|鄂尔多斯银行股份有限公司东胜支行|有效|-
2019-01-03|A1800010992|内蒙古鄂尔多斯投资控股集团有限公司|中国民生银行股份有限公司呼和浩特分行|有效|-
2019-03-27|A1800012320|内蒙古鄂尔多斯投资控股集团有限公司|鄂尔多斯银行股份有限公司东胜支行|有效|-
2019-05-13|A1800013569|内蒙古鄂尔多斯投资控股集团有限公司|鄂尔多斯银行股份有限公司东胜支行|有效|-
