2014-11-20|A1401956159|内蒙古伊东煤炭集团有限责任公司|中国民生银行股份有限公司呼和浩特分行|有效|40000
2014-12-10|A1402250589|内蒙古伊东煤炭集团有限责任公司|兴业金融租赁有限责任公司|有效|20000
2015-01-21|A1500192417|东冉投资集团有限责任公司|内蒙古伊东煤炭集团有限责任公司|有效|9000
2015-01-21|A1500192908|郝伟|内蒙古伊东煤炭集团有限责任公司|有效|1000
2014-12-26|A1402499696|内蒙古伊东煤炭集团有限责任公司|民生金融租赁股份有限公司|有效|300
2014-10-14|A1401383347|内蒙古伊东煤炭集团有限责任公司|中国民生银行股份有限公司呼和浩特分行|有效|39250
2015-09-11|A1502541696|内蒙古伊东煤炭集团有限责任公司|浦银金融租赁股份有限公司|有效|10000
2016-09-22|A1601875747|内蒙古伊东煤炭集团有限责任公司|包商银行股份有限公司包头团结支行|有效|19806
2014-12-25|A1402490695|内蒙古伊东煤炭集团有限责任公司|民生金融租赁股份有限公司|有效|40046.57
2014-11-26|A1402036878|内蒙古伊东资源集团股份有限公司|中国民生银行股份有限公司呼和浩特分行|有效|74799.02
2015-09-24|A1502615439|内蒙古伊东资源集团股份有限公司|华融国际信托有限责任公司|有效|25200.98
2018-11-30|A1800010273|内蒙古伊东煤炭集团有限责任公司|平安银行股份有限公司北京分行|有效|-
2019-04-30|A1800013301|内蒙古伊东煤炭集团有限责任公司|内蒙古鄂尔多斯羊绒集团有限责任公司|有效|-
