【聚焦】工资奖金、福利待遇，一大波好工作来袭，速看！|-| 今天又有优秀企业发布招聘信息 找工作的小伙伴不能错过哦~ 内古通威高纯晶硅有限公司 内蒙古通威高纯晶硅有限公司成立于2017年8月，注册资本金12亿元|-|微信公众号|-|2019年05月21日|-|https://news.tianyancha.com/detail/a2197658892328c44bd3bf46be86109a678d2a4f.html
坚守“冶金建设国家队”主业，传承“大国工匠”精神|-|冶金建设国家队再拔尖再拔高再创业”要求。11月16日，中国二冶中标内蒙古通威高纯晶硅有限公司2.5万吨高纯多晶硅项目标段一生产区域钢结构工程。该项目建成投产后|-|微信公众号|-|2019年05月20日|-|https://news.tianyancha.com/detail/1608be6db96e27e1943f35b172384ed7b7699b24.html
昆区人民检察院走访民营企业争做企业“贴心人”|-|昆区人民检察院党组成员张彬、检委会专职委员边一军、综合业务部主任于晓峰实地下访了辖区民营企业内蒙古通威高纯晶硅有限公司、内蒙古顺宏实业有限公司。参观了解了企业概况，与企业负责人|-|微信公众号|-|2019年05月17日|-|https://news.tianyancha.com/detail/a414e1c744b68d8f0aba00cd00655810c0a4e997.html
2019年内蒙古自治区西部地区退役军人就业专场招聘会现场大会参会企业名录|-|展位51 杭萧钢构（内蒙古）有限公司 展位52 内蒙古科凡运营管理有限公司 展位53 内蒙古通威高纯晶硅有限公司 展位54 内蒙古总管家科技服务有限公司 展位55 包头优诺科技有限公司|-|微信公众号|-|2019年04月24日|-|https://news.tianyancha.com/detail/21fe9344a56d3bd3d8b4ed49d2b025ff409ca5ef.html
内蒙古通威高纯晶硅有限公司|-|内蒙古通威高纯晶硅有限公司成立于2017年8月，注册资本金12亿元，是全球新能源企业500强和中国企业500强——通威集团（通威股份：上市编码600438|-|微信公众号|-|2019年04月23日|-|https://news.tianyancha.com/detail/98b1177cacf3167bba4e1946becbdb8804093cbe.html
2019年昆区五一劳动奖章名单公示，来看看都有哪些人！|-|300多次的整改复查，筑牢了人民群众的安全堡垒。 李月仙 李月仙，女，内蒙古通威高纯晶硅有限公司中控技工 随和、认真，乐于助人，对待工作一丝不苟，有高度的责任感和忠诚感|-|微信公众号|-|2019年04月22日|-|https://news.tianyancha.com/detail/13e38d84dd31126ad9e74ddc849c5e6c1e7d43d4.html
2019年4月13日自治区“春风送暖”就业创业服务暨民营企业招聘月包头市高校毕业生春季大型招聘会岗位信息发布（一）|-|39 5| 中国二冶集团有限公司| 155 6| 中核北方核燃料元件有限公司| 32 7| 内蒙古通威高纯晶硅有限公司| 18 8| 包头市比亚迪矿用车有限公司| 220 9||-|微信公众号|-|2019年04月11日|-|https://news.tianyancha.com/detail/84b7db5d64fed54a0f2c5c4311d8d2b453f89f18.html
招聘汇|包头2019.4.8招聘信息|-| 薪资：面议 联系电话：15024784527 工作地址：包头东河区和平路222号东百商 内蒙古通威高纯晶硅有限公司 一、仪表工程师：2名 岗位职责： 1、负责属地仪表巡检、维护管理； 2|-|微信公众号|-|2019年04月08日|-|https://news.tianyancha.com/detail/b1b0601ccda9f156690a26612c2010626e7cd60d.html
内蒙古通威高纯晶硅公司招聘|-|内蒙古通威高纯晶硅有限公司成立于2017年8月，注册资本金12亿元，是全球新能源企业500强和中国企业500强——通威集团（通威股份：上市编码600438|-|微信公众号|-|2019年04月05日|-|https://news.tianyancha.com/detail/ddcf9557584e1b95ff8676ed02aa82adc03b8736.html
隆基向通威下发近70亿多晶硅采购大单|-|与四川永祥股份有限公司（以下简称"永祥股份"）、四川永祥多晶硅有限公司（以下简称"永祥多晶硅"）和内蒙古通威高纯晶硅有限公司（以下简称"通威高纯硅"|-|维科网|-|2018年05月23日|-|https://news.tianyancha.com/detail/0ad9104a38d99c17100ca25af0f81a16c907ce57.html
十大利好公司：万盛股份两大阻燃剂产品提价15%-20%|-|通威股份下属四川永祥股份有限公司、四川永祥多晶硅有限公司、内蒙古通威高纯晶硅有限公司与隆基股份下属银川隆基硅材料有限公司、宁夏隆基硅材料有限公司|-|中国证券网|-|2018年05月22日|-|https://news.tianyancha.com/detail/9edd7a00276199cd852c071486c599c02b69efdd.html
热点板块回顾|-| 双节能：子公司签订 1.26亿元供货合同 双良节能公告，公司控股子公司新能源公司与内蒙古通威高纯晶硅有限公司签订买卖合同，向后者提供40对棒多晶硅还原炉，合同金额为1.26亿元。|-|微信公众号|-|2017年09月13日|-|https://news.tianyancha.com/detail/5cbb2aed29de92d594484dc0d3419939c6d4dcf0.html
