旗发改节登字[2015]3号|固定资产投资节能登记表|-|-|科右前旗发改局|项目规划占地面积39766平方米，总建筑面积15053.5平方米，新建总仓储容量5万吨粮食平房仓4栋及其配套设施。
152221201510200101|行政施工许可证|-|-|科右前旗住建局|施工许可
152221-2015-00051|建设工程规划许可证|-|-|科右前旗规划局|7号库
蒙0360059·0|粮食收购许可证|-|-|科右前旗商务局|粮食收购
-|兴安盟农垦生产资料有限责任公司农用生产资料经销中心和面粉加工|2017年11月10日|2099年11月10日|内蒙古自治区林业厅|使用林地
蒙0360059.0|粮食收购许可证|2016年03月30日|-|科尔沁右翼前期商务局|粮食收购
（阿）农种生许字（2013）第003号|主要农作物种子生产许可证|2013年04月15日|-|阿尔山市农牧业局|大麦
第001号|农药经营许可证|2013年03月14日|-|乌兰浩特市农牧业局|农药
C（兴）农种经许字（2013）第0001号|农作物种子经营许可证|2013年03月15日|-|内蒙古自治区兴安盟农牧业局|小麦大田用种（常规）、油菜大田用种（常规）、大麦
C（兴阿）农种生许字（2016）第0002号|主要农作物种子生产许可证|2016年08月10日|-|阿尔山市农牧业局|常规小麦
SP152201101002583X|食品流通许可证|2014年03月27日|-|内蒙古自治区乌兰浩特市工商行政管理局|批发兼零售；预包装食品兼散装食品、不含乳制品。
C（兴阿）农种生许字（2013）第0002号|主要农作物种子生产许可证|2013年07月02日|-|阿尔山市农牧业局|常规油菜
