[2015]12号|环评文件批复|-|-|赤峰市环境保护局元宝山区分局|平庄古山敖包山工矿棚户区改造住宅楼建设项目环境影响登记表
[2016]17号|环评文件批复|-|-|赤峰市元宝山区环境保护局|王家店村城市棚户区改造A区商厅1#2#建设项目环境影响登记表
元发改发（2016）71号|关于赤峰市元宝山区五家镇金桥村生态移民（新农村建设）配套基础设施建设项目核准的批复|-|-|元宝山区发展和改革局|项目建设用地面积19293.52平方米，总建筑面积31300平方米，新建7栋住宅楼。

建设内容包括：小区内道路及硬化面积6653.79平方米，布设太阳能路灯15盏；给水管道824米；消防管道920米；雨水管道880米；污水管道840米；供热管道940米；燃气管道970米；电力管线980米；小区绿化面积2922.97平方米等。


[2015]20号|环评文件批复|-|-|赤峰市环境保护局元宝山区分局|赤峰鹏程房地产开发有限公司平庄城区综合商务楼建设项目环境影响登记表
[2016]10号|环评文件批复|-|-|赤峰市元宝山区环境保护局|赤峰市元宝山区五家镇金桥村生态移民扶贫建设项目环境影响登记表
建字第150403201700006号|建设工程规划许可证|2017年03月07日|-|赤峰市规划局|建筑面积5462.58平方米。
建字第150403201700037号|建设工程规划许可证|2017年10月12日|-|赤峰市规划局|建筑面积727.2平方米。
