年产万吨低温薯条和胡萝卜脆片加工项目在察右中旗开工建设|-|对促进城乡融合，实现乡村振兴将会起到很好的推动作用。内蒙古蒙薯食品科技有限公司是内蒙古民丰种业有限公司子公司，蒙薯公司依托母公司民丰种业进一步延伸产业链条|-|内蒙古新闻网|-|2019年05月27日|-|https://news.tianyancha.com/detail/76a91ebc8ccc6c29c359cbce38033f14aafab209.html
【旗县市区动态】5月22日|-|有力推动察右前旗马铃薯产业链条延伸和产业扶贫。 投 1.5亿元的食品加工项目 落察右中旗 内蒙古民丰种业有限公司子公司内蒙古蒙薯食品科技有限公司，计划2019年投资1.5亿元|-|微信公众号|-|2019年05月22日|-|https://news.tianyancha.com/detail/3d1c85225e3395c46f0e4bfd8fbd07cfa74d661a.html
内蒙古质检院积极开展服务百家企业高质量发展调研工作|-|亿利库布其沙漠生态旅游有限公司、内蒙古格伊古勒生态发展有限公司、内蒙古民丰种业有限公司进行调研。 调研组分别向各企业详细介绍了此次调研的目的与内容|-|微信公众号|-|2019年05月20日|-|https://news.tianyancha.com/detail/22e44f62954148eac3b0a2af75e89726ae34f5e3.html
乌兰察布市健翔单车俱乐部2019年5月11、12日骑行活动|-|—李老虎村（施工）——大河湾国际滑雪场——板石头沟村——师家村——三成局乡——罗家村——民丰种业——310省道——北地道——工农路——健翔单车俱乐部，全程58公里。 [动时间]|-|微信公众号|-|2019年05月10日|-|https://news.tianyancha.com/detail/f7f01665eddbc2c7ca35e8d5b99e00736547f85e.html
民丰种业基地狂欢《在希望的田野上》|-|更展现了社会各界群众热爱党、热爱祖国、热爱家乡的良好精神风貌。 中薯都有乌市 乌土豆有民丰 民丰种业作为农业产业化国家重点龙头企业，是本次作品拍摄的主场地，淳朴|-|微信公众号|-|2019年05月07日|-|https://news.tianyancha.com/detail/bf973c9cbd6cf3543c3d890af341eaf675e5c895.html
察右中旗开展“马铃薯、燕麦产业扶贫优质种子致富千万家”活动|-|关注更多精彩 察右中旗人民政府、内蒙古民丰种业有限公司、内蒙古阴山优麦有限公司联合开展“马铃薯、燕麦产业扶贫，优质种子致富千万家”活动。|-|微信公众号|-|2019年05月05日|-|https://news.tianyancha.com/detail/632550bc4e00a81566aa236bf979674f79243b8f.html
大美乌兰察布•醉美民丰|-|民丰种业拉响试验田种植号角。同期，由乌兰察布日报社协调组织，北京摄影组进行全程拍摄的乌兰察布主题宣传片《在希望的田野上》在民丰种业园区基地正式开机拍摄。 草原兄妹携手乌兰牧骑|-|微信公众号|-|2019年05月05日|-|https://news.tianyancha.com/detail/4735a1735c6871c847c2acfc107baad731ddcc8c.html
乌兰察布市健翔单车俱乐部2019年4月20日、21日骑行活动|-|喜德盛自行车店） 早8：00 [* 骑路线] * 喜德盛自行车店——工农路——北地道——民丰种业——师家村（第一休息点）——大十号村——小土城村（第二休息点）——煤窑乡——北口子—|-|微信公众号|-|2019年04月19日|-|https://news.tianyancha.com/detail/86f92cb63d41ad5084785dd947bc1e35dc75b2b3.html
2019内蒙古资本年会成功举办|-|进而解读了中国经济在世界经济中的重要影响。之后，中国社科院一带一路国际智库专家成员宿风、民丰种业董事长卢文兵、安达便利总经理任光临|-|中国产业经济信息网|-|2019年01月25日|-|https://news.tianyancha.com/detail/e08b5de76e0ec417cc26a27a7e6c2cf646a0fd02.html
【壮美内蒙古亮丽风景线】集宁战役纪念馆镌刻革命历史荣光|-|展出各类珍贵文物、照片、复制品和艺术作品达1200多件。 当天上午，媒体团还采访了民丰种业公司。该公司成立于2008年，总部设在乌兰察布市集宁区，现已成为中国最大的集马铃薯|-|南方网|-|2017年07月14日|-|https://news.tianyancha.com/detail/39bbd941986a0556b11fe1b3e1885e1d3d54a5a7.html
