2015-006|商品房预销售许可证|-|-|突泉县住建局房产股|陶然亭苑
152224201400079|建设用地规划许可证|-|-|突泉县规划局|商业楼
突国 许准 〔2016〕 18 号|中华人民共和国税收征收管理法|-|-|突泉县国家税务局|对增值税防伪税控系统最高开票限额的审批
1522232016000045|建设用地规划许可证|-|-|扎赉特旗住房和城乡规划建设局|用地规划许可
1522232016000036|建设工程规划许可证|-|-|扎赉特旗住房和城乡规划建设局|工程规划许可
2017-017|商品房预售许可证|-|-|扎赉特旗住房和城乡规划建设局|商品房预销售许可
扎环审字2016第157号|金泰家园项目环评批复|-|-|扎赉特旗环境保护局|同意按照环境影响登记表所列项目选址、性质、规模、环保措施进行建设。
兴人防办字〔2014〕64号|关于兴安盟突泉县众诚房地产开发有限公司商业楼和陶然亭结建防空地下室的批复|-|-|兴安盟人民防空办公室|同意批准立项
152224201400078|建设用地规划许可证|-|-|突泉县规划局|陶然庭苑小区
2017-018|商品房预售许可证|-|-|扎赉特旗住房和城乡规划建设局|商品房预销售许可
