国家新闻出版署关于表彰2018年中国技能大赛——第六届全国印刷行业职业技能大赛获奖人员的决定|-|江苏凤凰扬州鑫华印刷有限公司 靳全明 西藏福利印刷厂 张海峰 山东鲁信天一印务有限公司 张　福 包钢集团万开实业有限公司印刷厂 姚　练 湖南天闻新华印务有限公司 于　军|-|微信公众号|-|2019年05月30日|-|https://news.tianyancha.com/detail/792d0ad46f84b9615f52659b6e90753ed0a94b3a.html
内蒙古自治区人民政府发布通知|-|59.包头东宝生物技术股份有限公司 60.内蒙古草原牧歌餐饮连锁股份有限公司 61.包钢集团万开实业有限公司 62.三主粮集团股份公司 63.燕京啤酒（包头雪鹿）股份有限公司|-|澎湃新闻网|-|2019年05月07日|-|https://news.tianyancha.com/detail/821505ecc310c3a4744dee8287d42c5ddb72c40a.html
公示|2019年昆都仑区劳动模范推荐人选公示|-|以他的执着和热忱，赢得了同事们的尊重和信赖，深受同事们的好评！ 李勇 斌 李勇斌，满族，包钢集团万开实业有限公司事业部部长 他在工作中，积极响应包头市市政府的“菜篮子”工程|-|微信公众号|-|2019年04月22日|-|https://news.tianyancha.com/detail/fcb688917510f95ca392ec05409490bfeb90a51a.html
选贤任能保稳定，务实求新促发展|-| 1953年5月4日海明威的《老人与海》获得普利策奖。 城生活事业部简介 城 城市生活事业部是包钢集团万开实业有限公司（以下简称万开公司）下设十大事业部之一，成立于2015年4月|-|微信公众号|-|2018年01月09日|-|https://news.tianyancha.com/detail/222defbbf097d3cd826571144a671b35819f8fde.html
发扬党内民主,加强自身建设,提升专业素养,塑造优质品牌。|-| 3.不忘初心，继续前进。 图话说 小养生，有“八法” 城生活事业部简介 城 市生活事业部是包钢集团万开实业有限公司（以下简称万开公司）下设十大事业部之一，成立于2015年4月|-|微信公众号|-|2017年11月23日|-|https://news.tianyancha.com/detail/5a1d7b2288b2e8ea8ca1b85941996ea71508ed01.html
统一思想，高度重视，强化措施，确保落实。|-|的故事。 影于2017年11月10日在中国大陆上映。 城生活事业部简介 城 市生活事业部是包钢集团万开实业有限公司（以下简称万开公司）下设十大事业部之一，成立于2015年4月|-|微信公众号|-|2017年11月10日|-|https://news.tianyancha.com/detail/2e0efd638c50e09b92e4e7a141f7f4e56e032e31.html
新时代，新思想，新目标，新征程|-|释义部分解说古典名句的出处和义理。* 城生活事业部简介 城 市生活事业部是包钢集团万开实业有限公司（以下简称万开公司）下设十大事业部之一，成立于2015年4月|-|微信公众号|-|2017年10月19日|-|https://news.tianyancha.com/detail/0e790e8b29e2fffbe987d2850204509860e021dd.html
贴心服务，精心管理，热心工作。|-|敷衍拜金的程宫、将如何完成这个不可能完成的任务。 * *** 城生活事业部简介 城 市生活事业部是包钢集团万开实业有限公司（以下简称万开公司）下设十大事业部之一，成立于2015年4月|-|微信公众号|-|2017年10月11日|-|https://news.tianyancha.com/detail/5a4b94f9088ae126ddf6a83266a00efda8de05ca.html
四海欢腾庆国庆，万家团圆迎中秋|-|两人一黑一白两手遮天，权势滔天，家财亿万，独霸香港岛。 城事业部简介 城 城市事业部是包钢集团万开实业有限公司（以下简称万开公司）下设十大事业部之一，成立于2015年4月|-|微信公众号|-|2017年10月01日|-|https://news.tianyancha.com/detail/2f62fc7e088389453e6441eaabcf43a2498170ef.html
提升服务品质，打造服务品牌，铸就服务品格，|-|每个人不得不为自己的命运背水一战，才有可能活着回家。 城生活事业部简介 城 市生活事业部是包钢集团万开实业有限公司（以下简称万开公司）下设十大事业部之一，成立于2015年4月|-|微信公众号|-|2017年09月01日|-|https://news.tianyancha.com/detail/52290242099cc4c5d2715259d7fbda5003cd62cc.html
【要闻】我市新增九家自治区级农牧业|-|内蒙古蓝色牧野肉业有限责任公司、包头市草原百盈农牧业发展有限公司、达茂旗九华现代农业有限公司、包钢集团万开实业有限公司等9家企业被认定为第五批自治区级农牧业产业化重点龙头企业|-|微信公众号|-|2015年07月03日|-|https://news.tianyancha.com/detail/5e5579eba414c160041a718b871e2a4ed6a00b9f.html
