牙环审[2016]81|内蒙古大兴安岭森工集团牙克石局址棚户区改造工程－－天一城小区|-|-|牙克石市环境保护局|行政审批
牙环审[2016]82|森工集团棚户区牙克石局址改造项目天一城小区3号地块|-|-|牙克石市环境保护局|行政审批
牙国 许准 〔2016〕 73 号|《准予税务行政许可决定书》|-|-|牙克石市国家税务局|对增值税防伪税控系统最高开票限额的审批
-|-|-|-|牙克石市环境保护局|-
152104201801180501|建设部门核发生产许可证|2018年01月18日|-|牙克石市住房和城乡建设局|建筑工程施工许可
152104201801180201|建设部门核发生产许可证|2018年01月18日|-|牙克石市住房和城乡建设局|建筑工程施工许可
152104201801180101|建设部门核发生产许可证|2018年01月18日|-|牙克石市住房和城乡建设局|建筑工程施工许可
152104201801180401|建设部门核发生产许可证|2018年01月18日|-|牙克石市住房和城乡建设局|建筑工程施工许可
152104201801180301|建设部门核发生产许可证|2018年01月18日|-|牙克石市住房和城乡建设局|建筑工程施工许可
2018-006|房地产管理部门批文|2018年06月27日|-|牙克石市住房和城乡建设局|商品房预销售许可证
2018-008|房地产管理部门批文|2018年06月27日|-|牙克石市住房和城乡建设局|商品房预销售许可证
2018-007|房地产管理部门批文|2018年06月27日|-|牙克石市住房和城乡建设局|商品房预销售许可证
2018-012|房地产管理部门批文|2018年06月29日|-|牙克石市住房和城乡建设局|商品房预销售许可证
2018-013|房地产管理部门批文|2018年06月29日|-|牙克石市住房和城乡建设局|商品房预销售许可证
2018-009|房地产管理部门批文|2018年06月29日|-|牙克石市住房和城乡建设局|商品房预销售许可证
2018-014|房地产管理部门批文|2018年06月29日|-|牙克石市住房和城乡建设局|商品房预销售许可证
2018-010|房地产管理部门批文|2018年06月29日|-|牙克石市住房和城乡建设局|商品房预销售许可证
2018-011|房地产管理部门批文|2018年06月29日|-|牙克石市住房和城乡建设局|商品房预销售许可证
2018-015|房地产管理部门批文|2018年07月04日|-|牙克石市住房和城乡建设局|商品房预销售许可证
2018-017|房地产管理部门批文|2018年07月05日|-|牙克石市住房和城乡建设局|商品房预销售许可证
2018-016|房地产管理部门批文|2018年07月05日|-|牙克石市住房和城乡建设局|商品房预销售许可证
2018-018|房地产管理部门批文|2018年07月05日|-|牙克石市住房和城乡建设局|商品房预销售许可证
2018-032|房地产管理部门批文|2018年10月12日|-|牙克石市住房和城乡建设局|商品房预销售许可证
2018-031|房地产管理部门批文|2018年10月12日|-|牙克石市住房和城乡建设局|商品房预销售许可证
2018-034|房地产管理部门批文|2018年10月13日|-|牙克石市住房和城乡建设局|商品房预销售许可证
2018-033|房地产管理部门批文|2018年10月13日|-|牙克石市住房和城乡建设局|商品房预销售许可证
