容17蒙GJ0040(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0045(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0029(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0047(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0041(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0043(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0039(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0035(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0027(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容15蒙GJ0002(17)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0033(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0048(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0032(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0031(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0025(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0034(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0042(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0046(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
通公消验字（2016）第057号|建设工程消防验收意见书|-|-|通辽市公安消防支队|内蒙古霍煤万祥铝业有限责任公司年产20万吨铝板带箔项目1#、2#厂房工程消防验收
容17蒙GJ0049(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0038(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0044(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0028(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0037(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
通公消审字[2016]第055号|建设工程消防设计审核意见书|-|-|通辽市公安消防支队|内蒙古霍煤万祥铝业有限责任公司年产20万吨铝板带箔项目1#、2#厂房消防设计审核
容17蒙GJ0036(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
容17蒙GJ0030(16)|中华人民共和国特种设备使用登记证|-|-|霍林郭勒市质量技术监督局|压力容器使用注册登记
