回发改批[2016]18号|关于呼和浩特市回民区通道南街街景整治（亮化）工程项目建议书的批复|-|-|回民区发展和改革局|通道南街26个沿街建筑的楼体亮化工程，新增智能节能主控设备一套。
回发改批[2016]50号  |关于呼和浩特市回民区攸攸板镇|-|-|回民区发展和改革局|污水中水回用工程，主要内容包括各村污水处理站土建工程、污水处理站设备购置及安装、管网工程。
回发改批[2016]63号|关于2016年呼和浩特市回民区乌素图召道路硬化工程可行性研究报告的批复|-|-|回民区发展和改革局|建设道路长度710米，道路采用玄武岩石材路面、玄武岩石材铺设人行道。
回发改批[2016]16号|关于内蒙古羊绒云商产业中心项目可行性研究报告的批复|-|-|回民区发展和改革局|总建筑面积14052平方米，改造原呼钢焊管车间8420平方米，新增夹层面积5632 平方米 ，本工程是对原呼钢焊管车间（柱距6 米、单层建筑、层高14.7米）进行改造，增加夹层，采用钢结构框架形式对原有建筑加固及室外道路、绿化、景观整治等工程。
回发改批[2017]4号 |呼和浩特市回民区2017年小街巷道路新建（改造）项目|-|-|回民区发改局|2017年小街巷建设计划道路总长度4874米，污水管网2166米，雨水管网2321米。
回发改批[2016]27号|关于2016年呼和浩特市回民区小街巷改造工程可行性研究报告的批复|-|-|目前发展和改革局|金海马家具城北巷改造道路1280平方米、滨河南路改造道路2216平方米、体育场南巷改造道路1890平方米、友谊巷改造道路1950平方米、新民街改造道路680平方米、县府街四道巷（L型）改造道路2820平方米、后新城道2520平方米、新纬八街道路改造13266平方米；后新城道改造污水管网180米、雨水管网180米，新纬八街改造污水管网737米，改造雨水管网737米。
回发改批[2016]35号  |关于呼和浩特市智慧回民区“平安首府”|-|-|回民区发展和改革局|前段信息采集系统、传输网络建设、政府应用平台建设、区政府机房环境改造
回发改批[2017]8号|呼和浩特市慧达投资发展有限责任公司|-|-|回民区发改局|建设主景大门770平米，建设大门平台、门前集散广场及对景广场共计10681平米；市政道路12750平米；生态硬化 6100平米；训练场 22000平米。
回发改批[2016]19号|关于呼和浩特市回民区通道南街街景整治（外立面改造）工程项目建议书的批复|-|-|回民区发展和改革局|通道南街15座沿街建筑物外立面改造及7座沿街门楼维修及改造。
回发改批[2016]53号|关于2016年呼和浩特市回民区小街巷改造工程新增雨水管网建设项目的批复|-|-|回民区发展和改革局|新纬八街改造雨水管网737米
回发改批[2016]30号|关于回民区海拉尔西街街景整治工程可行性研究报告的批复|-|-|回民区发展和改革局|35座建筑物的外墙保温、外立面统一喷涂真石漆94328平方米、外立面梦圆艺术图案18238平方米、更换门窗21545平方米、檐口改造14591平方米、防雷接地母线及引下线13494、屋顶防水、隔热改造35980平方米、广告牌8699平方米、花岗岩台阶、散水、坡道等6851平方米。
回发改批[2016]29号|关于呼和浩特市回民区2016年老旧住宅小区综合整治项目可行性研究报告的批复|-|-|回民区发展和改革局|建设内容包括105个老旧住宅小区的综合整治。
回发改批[2016]20号|关于通道北街街景整治工程项目建议书的批复|-|-|回民区发展和改革局|沿街共需改造建筑物约20座，总建筑面积约4万平方米。主要建筑内容为：建筑物外立面整治、局部屋顶防水、老旧管网更新、亮化工程等
回发改批[2016]39号 |关于呼和浩特市中山西路商业停车诱导系统|-|-|回民区发展和改革局|该项目主要建设停车诱导信息采集系统、信息处理系统、信息发布系统。
回发改批[2016]60号|关于呼和浩特市回民区2017年老旧住宅小区综合整治项目可行性研究报告的批复|-|-|回民区发展和改革局|建筑围护结构改造工程，硬化改造工程，管网改造工程，公共设施，拆除凉房。
回发改批[2016]57号 |关于呼和浩特市回民区攸攸板镇|-|-|回民区发展和改革局|污水中水回用工程，主要内容包括各村污水处理站土建工程、污水处理站设备购置及安装、管网工程。
回发改批[2017]2号|呼和浩特市回民区2017年小街巷道路新建（改造）项目|-|-|回民区发展和改革局|2017年小街巷建设计划道路总长度4874米，污水管网2166米，雨水管网2321米。
回发改批[2016]21号|关于2016年呼和浩特市回民区小街巷改造工程项目建议书的批复|-|-|回民区发展和改革局|建设8条小街巷道路改造工程及配套雨水、污水及亮化工程，建设道路总长度2509米，行车道及人行道道路面积为32274米。
