【重大项目】总投资近8亿元上海庙能源化工园区西部铁路专用线获市发改委批复|-|由新矿内蒙古能源有限责任公司投资建设的上海庙能源化工园区西部铁路专用线项目，于5月20日获市发改委批复（鄂发改基础发[2019] 95号）。 项目位于鄂托克前旗上海庙经济开发区 线全长25.817公里|-|微信公众号|-|13天前|-|https://news.tianyancha.com/detail/3f7563f3c7c22c467442c77c8d9ca825b74d26ed.html
总投资近8亿元上海庙能源化工园区西部铁路专用线获市发改委批复|-|由新矿内蒙古能源有限责任公司投资建设的上海庙能源化工园区西部铁路专用线项目，于5月20日获市发改委批复（鄂发改基础发[2019] 95号）。 项目位于鄂托克前旗上海庙经济开发区 线全长25.817公里|-|微信公众号|-|14天前|-|https://news.tianyancha.com/detail/7715d7e0c21d1971165c208a3f1fea5a4694f46f.html
【新品】国内首台自主研发大直径煤矿岩巷全断面掘进机在北方重工正式下线|-|沈阳市工业和信息化局、新疆额尔齐斯河流域开发建设管理局、华能集团有限公司、山东能源新矿内蒙古能源有限责任公司、同煤集团阳方口矿业有限公司、阳泉煤业集团朝、淮南矿业集团、中铁十六局|-|微信公众号|-|2019年04月22日|-|https://news.tianyancha.com/detail/b4f38595e1ee4efe6bc3781241c61044e3df372e.html
非金属矿周报（4.10~4.21）|-|中国工程院院士、北京科技大学博士生导师蔡美峰出席会议。会上，绿色矿山推进委员会与新矿内蒙古能源有限责任公司签署战略合作协议，为绿色矿山建设法律研究中心授牌。同时|-|微信公众号|-|2019年04月20日|-|https://news.tianyancha.com/detail/6bed87c4b3e744bd0e760112f671959b5f0f7c8a.html
[要闻]辛晓瑞调研检查春节期间安全生产等工作|-|环境保护、食品安全等工作。

 辛晓瑞一行来到内蒙古上海庙矿业有限公司、新矿内蒙古能源有限责任公司，就安全生产和生态环保等工作进行实地调研检查并与企业座谈。 |-|微信公众号|-|2019年01月29日|-|https://news.tianyancha.com/detail/c7f72f09df07088475a37e96639c3d5a0101436b.html
中控DCS成功中标山东能源集团SNG项目|-|在与另三家国内外知名DCS厂商同台竞标中脱颖而出，一举中标山东能源集团新矿内蒙古能源有限责任公司（简称：新矿内蒙古能源）1.2亿m/年焦炉气制甲烷（CH|-|维科网|-|2011年09月14日|-|https://news.tianyancha.com/detail/fad26117861feeef099911d8d2baed68b0b70d23.html
谋求提升自给率华电国际圈地内蒙古煤炭金三角|-| 35%股份，进一步培育煤炭产业新的利润增长点。 权辉公司其余65%股权由山东新汶矿业集团子公司新矿内蒙古能源有限责任公司持有。至此|-|中国产业经济信息网|-|2010年09月09日|-|https://news.tianyancha.com/detail/ac7927f5db075bb0dce18dd2e787957d213a4ae8.html
华电国际24.5亿元揽内蒙古煤炭资源|-| 权辉公司注册资本为人民币500万元，权辉公司35%股权由金沃公司持有,其余65%股权由新矿内蒙古能源有限责任公司持有|-|中国产业经济信息网|-|2010年09月06日|-|https://news.tianyancha.com/detail/434821b60b9678334f929dc790a99b08d0fbb46e.html
