15042620170002|林木种子生产经营许可证|-|-|赤峰市林业局|林木种子生产经营（种子）
15042620170003|林木种子生产经营许可证|-|-|赤峰市林业局|林木种子生产经营（苗木）
HP2016018|年产3000台大型智能化喷灌机产业化项目环评批复|-|-|翁牛特旗环境保护局|环评审批通过
HP2014021|农业清洁生产示范项目环评批复|-|-|翁牛特旗环境保护局|农业清洁生产示范项目环评审批通过
（内）卫水字（2014）第0005号|内蒙古自治区涉及饮用水卫生安全产品卫生许可批件|-|-|内蒙古卫生和计划生育委员会|给水用硬聚氯乙烯（PVC-U）管材、给水用聚乙烯（PE）管材、给水用抗冲改性聚氯乙烯（PVC-M）管材
-|消防许可证|2017年11月06日|-|赤峰市公安消防支队|京蓝沐禾节水装备有限公司厂区厂房消防设计审核
D315110446|建筑业企业资质证书|2018年05月03日|2023年05月03日|赤峰市住房和城乡建设委员会|市政公用工程施工总承包三级
150426605590|道路运输经营许可证|2018年05月28日|-|翁牛特旗行政审批服务局|道路普通货物运输
-|食品流通许可证|2018年12月05日|2023年12月04日|翁牛特旗行政审批服务局|食品生产经营许可
临150426367201|内蒙古自治区污染物排放许可证|2016年07月29日|-|翁牛特旗环保局|COD、氨氮等
A3054015042613-3/3|水利水电工程施工总承包叁级|2013年05月10日|-|内蒙古自治区住房和城乡建设厅|不同类型你的大坝、电站厂房、引水和泄水建筑物、通航建筑物、基础工程、导截流工程、砂石料生产、水轮发电机组、输变电工程的建筑安装；金属结构制作、安装；压力钢管、闸门制作安装；堤防加高加固、泵站、涵洞、隧道、施工公路、桥梁、河道疏浚、灌溉、排水工程施工。（水库工程除外）
D215005582|水利水电工程施工总承包贰级|2017年02月15日|-|内蒙古自治区住房和城乡建设厅|水利水电工程施工总承包贰级
(蒙)JZ安许证字{2013）000140-02|安全生产许可证|2013年10月17日|-|内蒙古自治区住房和城乡建设厅|建筑施工
