150721201600101|建设用地规划许可证|-|-|阿荣旗住建局|根据《中华人民共和国城乡规划法》第三十七、第三十八条规定，经审核，本用地项目符合城乡规划要求
JY11507210006243|食品经营许可证|-|-|阿荣旗食品药品监督管理局|热食类食品制售***
阿农许字2016-031|动物防疫条件合格证|-|-|阿荣旗农牧业局|动物防疫条件合格证
1507212016000101|建设工程规划许可证|-|-|阿荣旗住建局|根据《中华人民共和国城乡规划法》第四十条规定，经审核，本建设工程符合城乡规划要求
1500/03142|出口食品企业备案证明|-|-|内蒙古出入境检验检疫局|冻牛肉
JY11507210006243|食品经营许可证|2016年05月13日|-|阿荣旗食品药品监督管理局|预包装食品销售（含冷藏冷冻食品）、散装食品销售（含冷藏冷冻食品）***
SC10415072100196|食品生产许可证|2017年06月09日|-|呼伦贝尔市食品药品监督管理局|速冻食品[速冻其他食品（速冻肉制品、速冻其他类制品）]、肉制品（酱卤肉制品）
JY11507210006243|食品经营许可证|2016年05月13日|-|阿荣旗食品药品监督管理局|预包装食品销售（含冷藏冷冻食品）、散装食品销售（含冷藏冷冻食品）
SC10415072100196|食品生产许可证|2018年01月18日|-|呼伦贝尔市食品药品监督管理局|调味品、肉制品、速冻食品
1507005712|内蒙古自治区污染物排放许可证|2015年07月10日|-|阿荣旗环境保护局|废水（COD、氨氮）、废弃（SO2、NOX、烟尘）
