【工业新闻】自治区金融办主任姜华一行莅临东源集团调研指导工作|-| 姜华主任（前排中左）一行调研组在现场调研 内蒙古东源投资集团有限公司是以污水处理和城市给排水一体化为主的水环境综合治理环保服务企业|-|微信公众号|-|14天前|-|https://news.tianyancha.com/detail/da22112d5f2291eccf130003fd115081591294d2.html
赤峰5月8日最新招聘快报|-|联系请说在赤峰微就业看到的，免费发布信息电话13848560579 招聘信息:内蒙古东源投资集团有限公司赤峰分公司 行政文员 工资3000～5000 五险一金双休|-|微信公众号|-|2019年05月08日|-|https://news.tianyancha.com/detail/a0a2fa529defc36274c431fc361d0569fd9a90fe.html
赤峰5月6日最新招聘快报|-|联系请说在赤峰微就业看到的，免费发布信息电话13848560579 招聘信息:内蒙古东源投资集团有限公司赤峰分公司 行政文员 工资3000～5000 五险一金双休|-|微信公众号|-|2019年05月06日|-|https://news.tianyancha.com/detail/238756e3c3ef0ea8a83282ecf8badc5a4e0b0cde.html
王靖董事长应邀率团出席内蒙古大学经济管理学院2019届毕业生招聘会|-|为助力箐箐学子共圆就业梦。 内蒙古大学经济管理学院2019届毕业生招聘会现场 内蒙古东源投资集团有限公司成立于1997年，是一家集环保投资、城市水务运营、水利水电工程投资|-|微信公众号|-|2019年05月05日|-|https://news.tianyancha.com/detail/db1d123812e02a599edeca48930741c60e1b1c09.html
赤峰5月2日最新招聘快报|-|联系请说在赤峰微就业看到的，免费发布信息电话13848560579 招聘信息:内蒙古东源投资集团有限公司赤峰分公司 行政文员 工资3000～5000 五险一金双休|-|微信公众号|-|2019年05月02日|-|https://news.tianyancha.com/detail/0fdd18e13ca7ee27b8620022ef16ddfee3dd19bd.html
赤峰4月30日最新招聘快报|-|联系请说在赤峰微就业看到的，免费发布信息电话13848560579 招聘信息:内蒙古东源投资集团有限公司赤峰分公司 行政文员 工资3000～5000 五险一金双休|-|微信公众号|-|2019年04月30日|-|https://news.tianyancha.com/detail/c54473a58e84ddaa15c60a0cb3378e248ee6fd7f.html
赤峰4月28日最新招聘快报|-|招聘信息:内蒙古东源投资集团有限公司赤峰分公司 行政文员 工资3000～5000 五险一金双休 国家法定节假日 主要工作内容：负责人员考勤 办公室日常维护及文件处理 要求年龄24～30 会电脑 联系电|-|微信公众号|-|2019年04月28日|-|https://news.tianyancha.com/detail/d5355a99ca6ad6c7df3f624f21b8ee8eba50bfff.html
【单位名录】内蒙古大学创业学院2019届毕业生春季人才洽谈会暨第二届女大学生专场人才招聘会|-|法律顾问| 1 工程造价员| 1 采购管理员| 2 工艺操作员| 3 47| 内蒙古东源投资集团有限公司| 行政秘书| 2 市场部经理| 5 污水处理运行员| 20|-|微信公众号|-|2019年04月24日|-|https://news.tianyancha.com/detail/06cf0f7a989e1f8b228939f98c5e74de1722833a.html
满洲里泾满环保科技有限公司招聘17人启事|-|13722011011 四、薪酬待遇 招聘人员一经录用，工资、福利待遇按照《内蒙古东源投资集团有限公司薪酬管理办法》规定执行，其他相关待遇参照国家《劳动法》规定执行。 五|-|微信公众号|-|2019年04月23日|-|https://news.tianyancha.com/detail/bc537b46a109c84edbff5566f958b294f914e101.html
内蒙古丝绸之路供水有限公司荣获“达拉特旗优秀民营企业”|-|旗委、政府副旗长王平宣读了《达拉特旗委、旗人民政府关于表彰全旗优秀民营企业、优秀创业明星的决定》，内蒙古东源投资集团有限公司全资子公司，即内蒙古丝绸之路供水有限公司从全旗“水 电 气|-|微信公众号|-|2019年03月26日|-|https://news.tianyancha.com/detail/b128718091e442d5f48044ee05e35f1d2bc5087c.html
年薪4.5万起，​内蒙古东源投资集团2019年校园招聘启事，赤峰有岗|-|企业简介 内蒙古东源投资集团有限公司成立于1997年，是一家集环保投资、城市水务运营、水利水电工程投资、城市基础建设投资、房地产开发、物业经营、金融投资和医疗产业于一体的多元化大型民营企业|-|微信公众号|-|2019年03月16日|-|https://news.tianyancha.com/detail/1704831cb8cfc8d420120e3848613f30642f6345.html
新时代新起色共奋斗共分享—内蒙古东源投资集团有限公司召开2019年职工大会暨2018年表彰大会|-|内蒙古东源投资集团有限公司2019年职工大会暨2018年表彰大会在鄂尔多斯市达拉特旗办公楼隆重召开，集团董事长王靖、总经理刘二占、常务副总李瑞江、副总经理王石柱|-|微信公众号|-|2019年02月26日|-|https://news.tianyancha.com/detail/827a938df674d29f203e54ac36fc1b386465dd36.html
