0482右中22220160817005号|动产抵押登记书|-|-|科尔沁右翼中旗市场监督管理局|动产抵押
0482右中22220160203002号|企业动产抵押登记|-|-|科尔沁右翼中旗市场监督管理局|动产抵押
0482右中22220160203001号|企业动产抵押物登记申请书|-|-|科尔沁右翼中旗市场监督管理局|动产抵押
021|对增值税防伪税控系统最高开票限额的审批|-|-|科尔沁右翼中旗国家税务局办税服务厅|行政审批
0482右中22220160203001号|企业动产抵押物登记|-|-|内蒙古兴安盟科尔沁右翼中旗市场监督管理局|动产抵押
0482右中22220170417002号|动产抵押登记书|-|-|科尔沁右翼中旗市场监督管理局|动产抵押
 蒙0370031.0|粮食收购许可证|-|-|科尔沁右翼中旗经济和信息化局|粮食收购
SC11515222200037|《中华人民共和国食品安全法》《食品生产许可管理办法》|-|-|兴安盟食品药品监督管理局|酒类（白酒）
sc11515222200037|食品生产许可证|2016年10月08日|-|兴安盟食品药品监督管理局|白酒
QS1522 1501 2953|全国工业产品生产许可证|2013年11月11日|-|内蒙古自治区质量技术监督局|经审查，下列产品符合食品生产许可证发证条件，特发此证。
产品名称：白酒
