【产业扶贫】鸿茅药业：匠心济世“筑爱”社会|-|助力贫困农户劳动力转移就业，捐款捐物扶助贫弱群体——内蒙古鸿茅药业有限责任公司发挥产业优势，践行精准扶贫。 匠心济世 “筑爱”社会 今年4月|-|微信公众号|-|6天前|-|https://news.tianyancha.com/detail/82e07f08fa686b3328d3a85a2f2872217bd6557a.html
“筑爱行动”在京启动鸿茅药业助力智慧康养|-| "扶危济困、关爱病弱的'济世'理念是中医药文化的精神核心，这是我们医药企业的初心和使命"。内蒙古鸿茅药业有限责任公司副总裁鲍东奇在会上表示，敬老、爱老是我们中国人优良的传统文化美德|-|环球网|-|9天前|-|https://news.tianyancha.com/detail/135123e60aec838c9f9eb4b5bb05ca3e8d5aad23.html
多家养老企业携手启动“筑爱行动”公益项目|-|聚焦因病致贫群体，旨在通过“筑爱行动”这一公益平台，深入探讨和解决多元化的养老服务需求。 内蒙古鸿茅药业有限责任公司副总裁鲍东奇介绍，在此次“筑爱行动”中，鸿茅药业将持续投入资金、产品|-|微信公众号|-|10天前|-|https://news.tianyancha.com/detail/0dfd1522cc38abdf15478bc84aa19a7e691005e2.html
中药协会成立媒体专业委员会鸿茅药酒等多家重点骨干中药制药企业代表参会|-| 但中医药也同样面对着一些非主流、非专业学者和声音的干扰，甚至污蔑和攻击。内蒙古鸿茅药业有限责任公司副总裁鲍东奇说，目前在国家的大力推动下，中医药事业迎来了难得的发展机遇|-|微信公众号|-|2019年05月20日|-|https://news.tianyancha.com/detail/5d20c45ead3f5d1ba23453c4c145842827bc0c37.html
公权频频插手诽谤案，动用“跨省追捕”大招需谨慎|-|、“夸大疗效，包治百病。广告屡禁不止，为何？巨大的商业利润，幕后的推广公司”。 该文引起内蒙古鸿茅国药股份有限公司的重视，认为其传播虚假消息，误导广大读者和患者|-|微信公众号|-|2019年04月18日|-|https://news.tianyancha.com/detail/b0bfa375ff311ae7822892cc84cd17bd52e14842.html
【动态】市领导春节前走访慰问我县困难企业|-|在我县政府副县长贾小平、政府办主任任东明、县总工会主席张美廷的陪同下，看望慰问了困难企业内蒙古鸿茅国药股份有限公司，为他们送去慰问金5000元，同时送上党和政府的关心及工会组织的温暖|-|微信公众号|-|2019年01月18日|-|https://news.tianyancha.com/detail/c923ad30ebdec63093c8d7ecce232851f5ca6192.html
2018医疗界十大焦点人物出炉！|-|2018年1月10日，身在广州的谭秦东因在网上发了一篇批评鸿茅药酒“有毒”的帖子，在广州市天河区被内蒙古鸿茅国药股份有限公司所在的内蒙古自治区凉城县公安机关千里跨省抓捕，后经媒体报道后|-|微信公众号|-|2019年01月02日|-|https://news.tianyancha.com/detail/1ef09c4bbd6a74948c9d5264de52145b54d3da6c.html
权健会凉吗？我想起了销量上涨的鸿茅药酒|-|我就搞不懂了 这么个没良心的企业 到底有什么好祝福？？ 而和它同样没良心的 要数内蒙古鸿茅国药股份有限公司了 我曾写过该公司旗下的产品 鸿药酒 鸿茅药酒的最大功效|-|微信公众号|-|2018年12月29日|-|https://news.tianyancha.com/detail/65d790ce7ae5fd8cceda9c49b1872ea021ad92e2.html
权健经理打来电话：给你多少钱你才能不往外说？100万？1000万？|-|法定代表人和大股东为鲍东奇。而该公司曾经的董事长就是生产鸿茅药酒的公司内蒙古鸿茅国药股份有限公司法定代表人鲍洪升，鲍东奇也是鸿茅国药的副总裁|-|新浪网|-|2018年12月26日|-|https://news.tianyancha.com/detail/ecfcc46f26b4fca23534e17515a8985480ee141d.html
内蒙古拟表彰伊利、鸿茅药酒等52家企业为优秀民企|-|内蒙古蒙草生态环境（集团）股份有限公司、内蒙古红太阳食品有限公司、内蒙古和盛生态育林有限公司以及内蒙古鸿茅国药股份有限公司等。 内蒙古自治区优秀民营企业评选表彰领导小组办公室一工作人员介绍|-|东方财富网|-|2018年12月07日|-|https://news.tianyancha.com/detail/82246017646746ff5c1ebae76e28467296c45601.html
停产后的鸿茅药酒：员工曾信心百倍没想到出舆论风波|-|国家企业信用信息公示系统官网显示，2017年9月22日，内蒙古鸿茅药业股份公司更名为内蒙古鸿茅国药股份有限公司。 舆论风波后的鸿茅药酒，一度长时间停产停工 走入鸿茅药酒厂区内部|-|财富动力网|-|2018年10月13日|-|https://news.tianyancha.com/detail/fce60fba96bfe222a5864bd0474fe5268ddfa8c4.html
鸿茅药酒再发声明：豹骨和人工麝香购买使用合规|-|内蒙古鸿茅国药股份有限公司官方微博@鸿茅国药 再次发布声明，称鸿茅药酒的豹骨和人工麝香购买、使用符合相关法律规定。 早前，互联网医疗自媒体“春雨医生”发文质疑称，鸿茅药酒组方中的“豹骨|-|微信公众号|-|2018年06月12日|-|https://news.tianyancha.com/detail/350117eec70f166c704b87b0f82472c39078a715.html
鸿茅药酒：我公司从未宣称鸿茅药酒可包治百病|-|鸿茅药酒包治百病”等广告内容。也从来没有宣称过“鸿茅药酒能够治疗高血压、糖尿病”。 附报告全文： 内蒙古鸿茅国药股份有限公司 企业自查整改报告 内蒙古鸿茅国药股份有限公司（以下简称“鸿茅国药”）|-|微信公众号|-|2018年04月27日|-|https://news.tianyancha.com/detail/9384acd3cc717e768f7e5b31f22566328f7df9a9.html
通过“鸿茅药酒案”你应该了解的刑事案件处理程序|-|内蒙古凉城县公安局跨省对谭秦东实施抓捕，谭秦东在广州的家中被带走。 凉城县公安局通报，接内蒙古鸿茅国药股份有限公司报警，经查，谭秦东称鸿茅药酒是“毒药”，“损害商业信誉|-|微信公众号|-|2018年04月21日|-|https://news.tianyancha.com/detail/fbb7372cbe561070333272d79aed772ed6efc472.html
“鸿茅药酒”是毒药？我却当“药酒”喝了这么多年！|-|《国神酒“鸿茅药酒”，来自天堂的毒药》 ， 称茅药酒是“毒药” 。 文章发出后，内蒙古鸿茅国药股份有限公司以“严重损害公司声誉”为由向警方报案。 2018年1月|-|微信公众号|-|2018年04月18日|-|https://news.tianyancha.com/detail/e3837ddd0c3cedb690054bfbb051dbf6ff90f7be.html
三问鸿茅药酒事件!到底是神药还是神广告？|-|谭秦东总共 被* 羁98天。** 事情经过是怎样的？ 2017年12月22日，内蒙古鸿茅国药股份有限公司到凉城县公安局报案称：互联网上有人对“鸿茅药酒”进行恶意抹黑|-|微信公众号|-|2018年04月18日|-|https://news.tianyancha.com/detail/eb76519c5899259a77ea287aad3658108d282b3a.html
“吐槽鸿茅药酒被跨省抓捕”医生取保候审！五问鸿茅药酒事件|-|2018年1月10日，内蒙古凉城县公安局跨省对谭秦东实施抓捕。 凉城县公安局通报案情称，接内蒙古鸿茅国药股份有限公司报警，经查，谭秦东称鸿茅药酒是“毒药”，“损害商业信誉|-|微信公众号|-|2018年04月18日|-|https://news.tianyancha.com/detail/3c656771fe01ef74fa969584a5b60c2d76a277e2.html
