不忘初心感恩八载专业服务共创辉煌--纪念北京王玉梅律师事务所成立三十周年|-|专项法律服务合同》。 呼市分所先后为为内蒙古水务投资集团有限公司、内蒙古双欣能源化工集团有限公司、久泰能源内蒙古有限公司、阿拉善盟额济纳旗某公司等企业融资发债提供了专项法律服务|-|微信公众号|-|6天前|-|https://news.tianyancha.com/detail/6b9724fe9075f01d97692a6c759440a14c26e680.html
公示|-|中共鄂尔多斯大路煤化工基地机关支部委员会 中共国家税务总局准格尔旗税务局机关委员会 中共久泰能源内蒙古有限公司委员会 中共纳日松镇委员会 中共准格尔旗财政局支部委员会|-|微信公众号|-|2019年05月26日|-|https://news.tianyancha.com/detail/cbb68ceb01aba75ab76a9bb25aa5fb74fd86dd82.html
【公示】中共准格尔旗委组织部关于对市级优秀共产党员、优秀党务工作者和先进基层党组织推荐表彰对象的公示|-|中共鄂尔多斯大路煤化工基地机关支部委员会 中共国家税务总局准格尔旗税务局机关委员会 中共久泰能源内蒙古有限公司委员会 中共纳日松镇委员会 中共准格尔旗财政局支部委员会|-|微信公众号|-|2019年05月24日|-|https://news.tianyancha.com/detail/1968d884c381c081fc2b64c56b428ffe766e7d26.html
【青资讯】久泰能源内蒙古有限公司招聘、天盛劳务代理有限责任公司招聘|-|久泰能源内蒙古有限公司招聘 根据公司业务发展需要，现决定面向社会招聘： 一、生产学员，15人，4000-6000元/月 专业需求：化工类、机械类专业。 要求：男，2018\2019届全日制大专及以上学|-|微信公众号|-|2019年05月14日|-|https://news.tianyancha.com/detail/d9da08a04d06b643f0464dc831f5a1caaad3426d.html
【青春心向党建功新时代】我市举行纪念五四运动100周年暨“五四”青年节表彰大会|-|共青团达拉特旗工业街道兴盛园社区支部 共青团国电内蒙古晶阳能源有限公司尾气回收支部委员会 共青团久泰能源内蒙古有限公司烯烃项目支部 共青团伊金霍洛旗惠众服务集团支部委员会|-|微信公众号|-|2019年05月06日|-|https://news.tianyancha.com/detail/b7dcc7f313ce10734f8aef1bd3dfb37da7302888.html
【聚焦】国务院巡查组来园区......|-|区、市旗及园区各相关部门负责人陪同。 巡查组先后深入园区内蒙古伊泰煤制油有限责任公司、久泰能源内蒙古有限公司、中科合成油内蒙古有限公司，通过查看现场、查阅相关资料|-|微信公众号|-|2019年04月24日|-|https://news.tianyancha.com/detail/2e6cd894a7b74f75125b6d65129cfbd83154b8dc.html
【快讯】总投资8918万！又一大项目落户准格尔旗|-|有针对性引进的一家延链补链、拉宽拉长产业链条和循环经济的项目，将充分利用园区久泰能源内蒙古有限公司“60万吨烯烃”和天润化肥股份有限公司“年产30万吨合成氨、52万吨尿素项目|-|微信公众号|-|2019年04月22日|-|https://news.tianyancha.com/detail/b4f88d10ffc4f073f917ea64e4f2b666746baacf.html
总投资8918万元！又一循环产业链项目落户大路工业园！|-|有针对性引进的一家延链补链、拉宽拉长产业链条和循环经济的项目，将充分利用园区久泰能源内蒙古有限公司“60万吨烯烃”和天润化肥股份有限公司“年产30万吨合成氨、52万吨尿素项目|-|微信公众号|-|2019年04月21日|-|https://news.tianyancha.com/detail/c62d010291d3bd37b8740b64c56dac73fe1da921.html
【公示】公示|-|7 | 内蒙古双欣能源化工有限公司 8 | 中煤鄂尔多斯能源化工有限公司 9 | 久泰能源内蒙古有限公司 10 | 内蒙古锦联铝材有限公司 11 | 鄂尔多斯市君正能源化工有限公司|-|微信公众号|-|2019年04月18日|-|https://news.tianyancha.com/detail/20df546a099dbd95e08c61212a3ae2d11c165332.html
内蒙古发改委发布重磅公示|-|7 | 内蒙古双欣能源化工有限公司 8 | 中煤鄂尔多斯能源化工有限公司 9 | 久泰能源内蒙古有限公司 10 | 内蒙古锦联铝材有限公司 11 | 鄂尔多斯市君正能源化工有限公司|-|微信公众号|-|2019年04月18日|-|https://news.tianyancha.com/detail/fc4f2d4b3db9d448b56dccd0f4a971d686281b74.html
不忘初心感恩九载专业服务共创辉煌--纪念北京王玉梅律师事务所成立三十周年|-|专项法律服务合同》。 呼市分所先后为为内蒙古水务投资集团有限公司、内蒙古双欣能源化工集团有限公司、久泰能源内蒙古有限公司、阿拉善盟额济纳旗某公司等企业融资发债提供了专项法律服务|-|微信公众号|-|2019年04月01日|-|https://news.tianyancha.com/detail/b5a38a867aef0f2b2116590c58a8062bc3569759.html
【头条】年产50万吨乙二醇项目空分、水系统装置EPCM总承包合同签约仪式举行|-|董事长王海陪同集团党委书记、董事长崔连国一行到陕西省多家装备制造企业进行实地考察。 图文来源 / 久泰能源内蒙古有限公司 李志歧 您每一个“在看|-|微信公众号|-|2019年03月29日|-|https://news.tianyancha.com/detail/2984a758c119e50e0d37cff4e6184f0a7fb1ece8.html
精心培育和谐向上的律所文化倾力打造专业化法律商务服务平台|-|常年法律顾问合同》，为内蒙古水务投资集团有限公司、内蒙古双欣能源化工集团有限公司、久泰能源内蒙古有限公司、阿拉善盟额济纳旗某公司等企业融资发债提供了专项法律服务|-|微信公众号|-|2019年03月28日|-|https://news.tianyancha.com/detail/05d017ecabd6b4be70cbb8697d767d5bfcd3a99f.html
新装置投产在即聚乙烯再添压力|-|下游心态谨慎，多随用随拿，石化库存高企难下。据小编了解，久泰能源内蒙古有限公司28万吨聚乙烯全密度装置将于本月底投产|-|微信公众号|-|2019年03月19日|-|https://news.tianyancha.com/detail/f45c8588614fc9fb4e4837bb2fcc6645d827412d.html
兖州煤业扩张后遗症：应收狂奔前三季利息高达27亿|-|算下来，全年并购金额已经超过200亿。之前的2016年，斥资18.4亿元收购了山东久泰能源内蒙古有限公司52%股权。 收购立马就让兖州煤业尝到了甜头，2017年9月|-|同花顺财经|-|2019年02月13日|-|https://news.tianyancha.com/detail/259e57ce0f567ef8d6011a6abc5a0ddd09876ce2.html
鄂尔多斯60万吨烯烃项目110KV变电站送电成功|-|MTBE0.6万吨，油品和液化石油气6万吨、顺丁橡胶8万吨。 久泰能源（准格尔）有限公司是久泰能源内蒙古有限公司的子公司，位于内蒙古自治区鄂尔多斯市准旗大路新区。由于资金问题|-|能源界|-|2018年08月07日|-|https://news.tianyancha.com/detail/d9588d31b9b5d81639f11836fd5f7247dd27b15f.html
【项目3】内蒙古久泰百万吨煤制乙二醇项目正式开工|-|实现全部回收利用，达到污水零排放，锅炉烟气超低排放，节能环保。 久泰集团早前投资内蒙古项目主体为久泰能源内蒙古有限公司，该公司位于鄂尔多斯市准格尔旗大路新区,|-|微信公众号|-|2018年03月25日|-|https://news.tianyancha.com/detail/d49f2897138eb1146578e946c9e086099859dc37.html
群众反映企业环境信息公开不及时，内蒙古环保厅居然……|-|否 鄂尔多斯| 102| 内蒙古双欣环保材料股份有限公司| 否 鄂尔多斯| 103| 久泰能源内蒙古有限公司| 否 鄂尔多斯| 104| 内蒙古京能康巴什热电有限公司| 否 鄂尔多斯||-|微信公众号|-|2017年06月21日|-|https://news.tianyancha.com/detail/7415e965edfa698f42e85348d139ab98f977830d.html
久泰：筑企业文化平台聚强劲发展动力|-|我感到莫大的自豪，那是我为之动情、为之奋斗的梦想！"久泰能源内蒙古有限公司党委组织举办的"中国梦久泰梦我的梦"主题演讲比赛现场|-|中国产业经济信息网|-|2013年08月12日|-|https://news.tianyancha.com/detail/6fdb2ad8cba12f60b6b531276bc3329f27235428.html
久泰能源内蒙古有限公司：企业文化成为企业发展的强劲动力|-|人们对久泰能源内蒙古有限公司有这样的评价："久泰发展得好，企业文化尤其搞得有声有色，已经形成一种久泰模式"。到底是名副其实，还是夸大其辞，近日|-|中国产业经济信息网|-|2013年07月09日|-|https://news.tianyancha.com/detail/3bdc8fa7d754bb267683c562e2d68a0f083c5f6c.html
