2016-0000288|食品生产许可|-|-|呼和浩特市食品药品监督管理局|固体饮料
SC10615019900320|食品生产许可证|-|-|呼和浩特市食品药品监督管理局|饮料、糖果
QS150113010043|全国工业产品生产许可证|2015年01月09日|-|内蒙古自治区食品药品监督管理局|糖果制品（糖果）
蒙饲添（2015）H01010|饲料添加剂生产许可证|2015年06月09日|-|内蒙古自治区农牧业厅|混合型饲料添加剂：(枯草芽孢杆菌+干酪乳杆菌+粪肠球菌)；（枯草芽孢杆菌+粪肠球菌+植物乳杆菌）；（植物乳杆菌+干酪乳杆菌+屎肠球菌）：酿酒酵母；（干酪乳杆菌+植物乳杆菌+动物双歧杆菌+嗜热链球菌）***
SP1501001410102742|食品流通许可证|2014年09月05日|-|呼和浩特市食品药品监督管理局|批发及零售：预包装食品、乳制品（不含婴幼儿配方乳粉）
蒙饲添（2015）T01010|饲料添加剂生产许可证|2015年06月09日|-|内蒙古自治区农牧业厅|产品类别：饲料添加剂
产品品种：嗜酸乳杆菌、干酪乳杆菌、植物乳杆菌、动物双歧杆菌***
内食药监保化函[2012]152号|符合保健食品GMP要求|2012年12月28日|-|内蒙古自治区食品药品监督管理局|符合保健食品片剂、胶囊剂、颗粒剂和粉剂（冻干粉）的GMP要求
SC10615019900320|食品生产许可证|2016年04月25日|-|呼和浩特市食品药品监督管理局|饮料（固体饮料类）
蒙饲添（2015）H01010|饲料添加剂生产许可证|2015年06月09日|-|内蒙古自治区农牧业厅|产品类别：混合型饲料添加剂，产品品种：(枯草芽孢杆菌+干酪乳杆菌+粪肠球菌)；（枯草芽孢杆菌+粪肠球菌+植物乳杆菌）；（植物乳杆菌+干酪乳杆菌+屎肠球菌）：酿酒酵母；（干酪乳杆菌+植物乳杆菌+动物双歧杆菌+嗜热链球菌）***
