1—4月鄂尔多斯市工业经济质效提升|-|比上年提高0.26个百分点。其中，鄂尔多斯市源盛光电有限责任公司、内蒙古伊泰化工有限责任公司、新能能源有限公司、内蒙古伊泰煤炭股份有限公司|-|内蒙古新闻网|-|13天前|-|https://news.tianyancha.com/detail/4b69ab6580374f6d79555b428bae67aa02889afb.html
ETV-2《经济在线》丨市市场监督管理局赴旗区开展“四大安全”领域安全生产监管工作督查|-| 随后，调研督查组深入到杭锦旗，对鄂尔多斯市昊华国泰化工有限公司、鄂尔多斯市亿鼎公司、内蒙古伊泰化工有限责任公司进行了检查。据了解|-|微信公众号|-|2019年05月17日|-|https://news.tianyancha.com/detail/909b15dd11c8a33ea51d83e8a61bacde79168139.html
【围观】一季度鄂尔多斯园区经济、民营工业企业成绩单来了|-|收入超亿元中小微企业规模不断壮大，达114户，同比增加19户。鄂尔多斯市西金矿冶有限责任公司、内蒙古伊泰化工有限责任公司、鄂尔多斯市蒙泰铝业有限责任公司|-|微信公众号|-|2019年05月10日|-|https://news.tianyancha.com/detail/5dcd2a0a691995e43cee9279773c30285970caf3.html
一季度鄂尔多斯市民营工业企业活力持续增强|-|收入超亿元中小微企业规模不断壮大，达114户，同比增加19户。鄂尔多斯市西金矿冶有限责任公司、内蒙古伊泰化工有限责任公司、鄂尔多斯市蒙泰铝业有限责任公司|-|内蒙古新闻网|-|2019年05月09日|-|https://news.tianyancha.com/detail/fff6d5d511cbbdeb134df40096136a0009e2d900.html
盘它~这封来自大漠的信|-| 内古安德力化工有限公司 成立于2016年11月，位于鄂尔多斯市杭锦旗独贵塔拉工业园区南项目区（内蒙古伊泰化工有限责任公司旁），注册资本1.06亿元。公司现有职工近 70 人，其中以教授级高工|-|微信公众号|-|2019年03月04日|-|https://news.tianyancha.com/detail/b70f632053d273b8a1d441a3d1144dedcb4dc6ed.html
伊泰宁能50万吨费托烷烃精细分离项目——C1101脱轻塔成功吊装就位|-| 项目地点位于内蒙古杭锦旗独贵塔拉工业园区锦泰精细化工园区，年处理内蒙古伊泰化工有限责任公司120万吨/年精细化学品项目费托粗液蜡和稳定烷烃54万吨|-|能源界|-|2019年01月03日|-|https://news.tianyancha.com/detail/abd966906651528931b3a49dca21b694d4508c02.html
东胜、准旗招聘教师！伊泰集团招聘187人！|-|四川、辽宁、湖北等16个国内省区市和香港特别行政区，以及美国、俄罗斯等国家。 （）招聘公司简介 内蒙古伊泰化工有限责任公司成立于2009年10月29日，是由中国企业500强|-|微信公众号|-|2018年07月20日|-|https://news.tianyancha.com/detail/ba6e7d33a3950bd01c7659df0788044a01687177.html
伊泰集团招聘187人年薪7.5万起|-|四川、辽宁、湖北等16个国内省区市和香港特别行政区，以及美国、俄罗斯等国家。 （二）合资公司简介 内蒙古伊泰化工有限责任公司成立于2009年10月29日，是由中国企业500强|-|微信公众号|-|2018年07月13日|-|https://news.tianyancha.com/detail/f93674dd43dec68cf55ae7ac3d9c8a82eae37a83.html
内蒙古伊泰化工有限责任公司2017年校园招聘|-|附加税、开票系统，还有更多模块需要开通每开通一个200元/年。联系qq：7078664 内蒙古伊泰化工有限责任公司于2009年10月29日注册成立，是由中国企业500强|-|微信公众号|-|2017年07月15日|-|https://news.tianyancha.com/detail/685047d09e53d2297d73b5b9f01c1bc32d6b895c.html
12.22有望大涨或冲击涨停个股（名单）|-|热电装臵余热发电透平直接空冷凝汽器系统设备采购合同》，合同约定公司向内蒙古伊泰化工有限责任公司提供1台（N12）余热发电透平直接空冷凝汽器系统、1台（N15|-|新浪网|-|2014年12月20日|-|https://news.tianyancha.com/detail/53a7b922fcb24f670c038ab45849125b70ba8e08.html
