152202201700013|建设用地规划许可证、建设工程规划许可证|-|-|阿尔山市规划局|用地面积：47602.16㎡，建筑面积：61900㎡
阿政复字[2016]34号|关于出让国有建设用地使用权的批复|-|-|阿尔山市人民政府|国有建设用地使用权出让事宜
152202201500033|建设用地规划许可证、建设工程规划许可证|-|-|阿尔山市规划局|用地面积33323.6㎡  建筑面积41137㎡
152202201410210101|建筑工程施工许可证|-|-|阿尔山市建设局|建筑面积19348㎡
152202201700012|建设用地规划许可证、建设工程规划许可证|-|-|阿尔山市规划局|用地面积：3662.27㎡，建筑面积：3833.7㎡
152202201700019|建设用地规划许可证、建设工程规划许可证|-|-|阿尔山市规划局|用地面积：14698.69㎡，建筑面积：14700㎡
152202201610170101|建筑工程施工许可证|-|-|阿尔山市建设局|建筑面积2740㎡
152202201610140501|建筑工程施工许可证|-|-|阿尔山市建设局|建筑面积51443㎡
152202201410210201|建筑工程施工许可证|-|-|阿尔山市建设局|建筑面积13288㎡
阿政复字[2015]29号|关于出让国有建设用地使用权的批复|-|-|阿尔山市人民政府|国有建设用地使用权出让事宜
152202201610140401|建筑工程施工许可证|-|-|阿尔山市建设局|建筑面积12126㎡
152202201610140101|建筑工程施工许可证|-|-|阿尔山市建设局|建筑面积18435㎡
152202201610140301|建筑工程施工许可证|-|-|阿尔山市建设局|建筑面积12334㎡
152202201700029|建设用地规划许可证、建设工程规划许可证|-|-|阿尔山市规划局|用地面积：11450.9㎡，建筑面积：16742㎡
152202201608110101|建筑工程施工许可证|-|-|阿尔山市建设局|建筑面积21737㎡
152202201609130101|建筑工程施工许可证|-|-|阿尔山市建设局|建筑面积4632㎡
1522022016000020|建设用地规划许可证、建设工程规划许可证|-|-|阿尔山市规划局|用地面积：2438.78㎡，建筑面积：2685.15㎡
阿政复字[2016]10号|关于出让国有建设用地使用权的批复|-|-|阿尔山市人民政府|国有建设用地使用权出让事宜
阿政复字[2016]19号|关于出让国有建设用地使用权的批复|-|-|阿尔山市人民政府|国有建设用地使用权出让事宜
152202201611170101|建筑工程施工许可证|-|-|阿尔山市建设局|建筑面积8858㎡
152202201610140201|建筑工程施工许可证|-|-|阿尔山市建设局|建筑面积12271㎡
152202201609140101|建筑工程施工许可证|-|-|阿尔山市建设局|建筑面积9784㎡
152202201700011|建设用地规划许可证、建设工程规划许可证|-|-|阿尔山市规划局|用地面积：5901.24㎡，建筑面积：4649.8㎡
152202201700018|建设用地规划许可证、建设工程规划许可证|-|-|阿尔山市规划局|用地面积：3669.04㎡，建筑面积：3500㎡
阿政复字[2016]62号|关于出让国有建设用地使用权的批复|-|-|阿尔山市人民政府|国有建设用地使用权出让事宜
