乌危化项目安条审字〔2017〕039号|安全条件审查意见书|-|-|乌兰察布市安监局|内蒙古伊东集团东兴化工有限责任公司PVC多牌号新产品提质增效技改项目安全条件审查意见书
国家税务总局公告2016年第11号|《国家税务总局关于税务行政许可若干问题的公告》|-|-|乌兰察布市卓资县国家税务局|增值税防伪税控系统最高开票限额
(蒙)XK13-019-00061|全国工业产品生产许可证|-|-|内蒙古自治区质量技术监督局|危化品碳化钙（电石）
(蒙)XK13-014-00093|全国工业产品生产许可证|-|-|内蒙古自治区质量技术监督局|危险化学品有机产品Ⅰ类。卤化物（1）工业三氯乙烯（优等品）
(蒙)XK13-008-00032|全国工业产品生产许可证|-|-|内蒙古自治区质量技术监督局|危险化学品氯碱
(蒙)XK13-008-00032|全国工业产品生产许可|2016年04月22日|2021年04月21日|内蒙古质量技术监督局|危险化学品氯碱；工业用氢氧化钠；副产盐酸；工业用合成盐酸；高纯盐酸；工业用液氨(蒙)XK13-008-00032 
危险化学品有机产品Ⅰ类。卤化物（1）工业三氯乙烯（优等品） (蒙)XK13-014-00093
危化品碳化钙（电石）一等品(蒙)XK13-019-00061
-|特种设备使用登记证|2017年05月04日|-|乌兰察布市质量技术监督局|3台起重机械
10台叉车
-|无|2017年12月14日|-|乌兰察布市卓资县国家税务局|对纳税人延期申报的核准
（蒙）WH安许证字（2017）  000948号|安全生产许可证|2017年05月03日|-|内蒙古自治区安全生产监督管理局|碳化钙[电石]、三氯乙烯、1，1,2,2-四氯乙烷、氯、盐酸、次氯酸钠[含有效氯﹥5%]、1,1-二氯乙烷、硫酸、四氯乙烯、氢氧化钠[烧碱]
