右中国 许准 〔2016〕 1 号|《准予税务行政许可决定书》|-|-|科右中旗国税局|对增值税防伪税控系统最高开票限额的审批
内兴食药监械经营许20160137号|医疗器械经营许可证|-|-|兴安盟食品药品监督管理局|医疗器械经营许可变更
右中国 许变更准 〔2017〕 1 号|对增值税防伪税控系统最高开票限额的审批|-|-|科尔沁右翼中旗国家税务局|行政审批
内兴食药监械经营许20160137号|《医疗器械经营许可证》|-|-|兴安盟食品药品监督管理局|三类医疗器械经营许可
JY11522220010444 |食品经营许可证|-|-|兴安盟科尔沁右翼中旗市场监督管理局 |特殊食品销售(保健食品)*** 
内兴食药监械经营许20160137号|医疗器械经营许可证|2016年12月12日|-|内蒙古自治区兴安盟食品药品监督管理局|6815注射穿刺器械，6866医用高分子材料及制品

蒙AA4820585|药品经营许可证|2016年05月27日|-|通辽市食品药品监督管理局|中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品******   

证书编码：A-NM16-018|药品经营质量管理规范认证证书|2016年05月27日|-|内蒙古自治区食品药品监督管理局|中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品***
