150525201600031|建设工程规划许可|-|-|奈曼旗住房和城乡建设局|柳韵春城小区二期、三期
（2#、4#、6#、8#、10#、15#、17#、18#楼）
（奈）雷审许字（2016）第07号|防雷装置设计核准意见书|-|-|内蒙古自治区奈曼旗气象局|柳韵春城二、三期（2#、3#、6#、8#、10#、15#、17#、18#）
150525201500080|建设工程规划许可|-|-|奈曼旗住房和城乡建设局|柳韵春城住宅小区一期工程（1#、3#、5#、7#、9#11#、13#楼）
150000WSJ150003319|奈曼旗柳韵春城小区1#3#5#7#9#11#13#住宅楼|-|-|奈曼旗公安消防大队|设计备案
150525201507280101|建筑工程开工许可|-|-|奈曼旗住房和城乡建设局|柳韵春城住宅小区1#、3#、5#
、7#、9#11#、13#楼
人防行政审批【2017】003号|柳韵春城住宅小区四、五期工程人防易地建设费缴纳|-|-|奈曼旗人民防空办公室|柳韵春城住宅小区四、五期工程人防易地建设费缴纳
150525201705250301|施工许可|-|-|奈曼旗住房和城乡建设局|柳韵春城四、五期（12#、14#、16#、19#楼）及一至五期地下车库
150525201600122|建设工程规划许可|-|-|奈曼旗住房和城乡建设局|柳韵春城小区一、二、三期地下车库
150525201700013|建设工程规划许可|-|-|奈曼旗住房和城乡建设局|柳韵春城住宅小区四、五期工程12#、14#、16#、19#楼
奈发改字〔2015〕85号|关于奈曼旗锦绣房地产开发有限公司柳韵春城小区建设项目核准的批复|-|-|内蒙古通辽市奈曼旗发展和改革局|项目占地69709平方米，小区分四期开发建设，一期工程占地面积19241平方米，建筑面积27328平方米，三栋5F、四栋6F住宅楼。具体按2015年旗城乡规划委员会第一次会议纪要要求建设。
人防行政审批【2015】03号|防空地下室易地建设费缴纳|-|-|奈曼旗人民防空办公室|防空地下室易地建设费缴纳
150525201604250101|建筑工程施工许可|-|-|奈曼旗住房和城乡建设局|柳韵春城小区二期、三期工程
（2、4、6、8、10、15、17、18号楼）
奈环审字（2015）55号|关于《柳韵春城一期建设项目环境影响报告表》的审批意见|2015年05月11日|-|通辽市奈曼旗环境保护局|建设项目环境影响评价
人防行政审批[2015]003号|防空地下室建设项目审批表|2015年06月12日|-|通辽市奈曼旗人民防空办公室|核准实建防空地下室
人防行政审批[2017]003号|防空地下室易地建设费缴纳审批表|2017年05月24日|-|通辽市奈曼旗人民防空办公室|缴纳人防易地建设费
人防行政审批[2018]005号|防空地下室易地建设费缴纳审批表|2018年04月24日|-|通辽市奈曼旗人民防空办公室|奈曼旗柳韵春城小区六期工程防空地下室易地建设费缴纳审批
人防行政审批[2018]12号|防空地下室易地建设费缴纳审批表|2018年09月19日|-|通辽市奈曼旗人民防空办公室|榆悦鸣城住宅小区二期工程防空地下室易地建设费缴纳审批
人防行政审批[2018]11号|防空地下室易地建设费缴纳审批表|2018年09月19日|-|通辽市奈曼旗人民防空办公室|榆悦鸣城住宅小区一期工程防空地下室易地建设费缴纳审批
