内林资许准[2015]729号|锡林浩特市新区规划区间道路及配套工程项目|-|-|内蒙古自治区林业厅|使用林地
锡市发改字[2016]115号 |关于锡林郭勒盟锡林浩特市2014年城市棚户区改造锡市吉泰房地产开发公司项目小区外配套基础设施建设工程可行性研究|-|-|锡林浩特市发展和改革局|投资项目审批
锡市发改字[2016]12号 |关于对锡林浩特市新区北区畜产品加工企业征迁及锡林郭勒绿色畜产品加工园区基础设施建设项目可行性研究报告的批复|-|-|锡林浩特市发展和改革局|投资项目审批
锡市发改字〔2016〕191号|关于锡林浩特市2016年棚户区小街巷改造工程可行性研究报告的批复|-|-|锡林浩特市发展和改革局|投资项目审批
锡市发改字〔2016〕201号|关于锡林浩特市2016年城市道路罩面改造工程可行性研究报告的批复|-|-|锡林浩特市发展和改革局|投资项目审批
锡市发改字[2016]200号|关于锡林浩特市供热主管网连通工程可行性研究报告的批复|-|-|锡林浩特市发展和改革局|投资项目审批
锡市发改字〔2016〕254号|关于锡林浩特市2016年水源井建设工程可行性研究报告的批复|-|-|锡林浩特市发展和改革局|投资项目审批
锡市发改字〔2016〕252号|关于锡林浩特市2016年市政三水管网改造工程可行性研究报告的批复|-|-|锡林浩特市发展和改革局|投资项目审批
锡市发改字[2016]114号|关于锡林郭勒盟锡林浩特市2014年城市棚户区改造楚办楚鲁图社区二期项目（东方嘉苑小区）配套基础设施建设工程可行性研究报告的批复|-|-|   锡林浩特市发展和改革局|投资项目审批
锡市发改字〔2016〕192号|关于锡林浩特市商业街（二连路辅道-北京路）人行道铺装改造工程可行性研究报告的批复|-|-| 锡林浩特市发展和改革局|投资项目审批
内林资许准[2016]409号|锡林浩特市希日塔拉街道办事处一棵树社区棚户区改造工程项目|-|-|内蒙古自治区林业厅|使用林地
内林资许准[2016]347号|锡林浩特市滨河路、天津路道路及配套附属工程项目|-|-|内蒙古自治区林业厅|使用林地
内林资许准[2015]730号|锡林浩特市食品加工园区北四街、西一路、西二路、乡村公路道路及三水工程项目|-|-|内蒙古自治区林业厅|使用林地
锡市发改字〔2016〕253号|关于锡林浩特市2016年给排水管网改造、维修工程可行性研究报告的批复|-|-|锡林浩特市发展和改革局|投资项目审批
锡市发改字〔2016〕55号|关于2016年锡林浩特市园林绿化工程|-|-|锡林浩特市发展和改革局|投资项目审批
-|建筑工程施工许可证|2013年11月15日|2014年10月31日|锡林浩特市住房和城乡规划建设局|施工许可
-|关于锡林浩特市四校返迁楼建设项目|2017年10月11日|2019年10月11日|锡林浩特市发展和改革局|本项目拟建3栋返迁商住楼，总建筑面积14638.45平方米，其中住宅（117套）建筑面积10417.68平方米、商铺（23套）建筑面积3352.21平方米、车库（36个）建筑面积868.56平方米，配套道路与硬化面积3580平方米、室外管网（线）1830米。
