梯17蒙GK0004(16)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
梯13蒙GK0001(15)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
梯11蒙GK0001(17)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
容15蒙GK0011(16)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
梯11蒙GK0003(17)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
梯11蒙GK0019(15)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
容15蒙GK0006(16)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
容15蒙GK0001(16)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
梯11蒙GK0004(17)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
通公消验字[2015]第039号|建设工程消防验收意见书|-|-|通辽市公安消防支队|通辽发电总厂燃运推土机供油站工程消防验收
通公消审字（2015）第037号|建设工程消防设计审核意见书|-|-|通辽市公安消防支队|通辽发电总厂燃运推土机供油站项目工程消防设计审核
容15蒙GK0003(16)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
梯17蒙GK0007(16)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
梯12蒙GK0001(17)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
梯17蒙GK0006(16)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
梯17蒙GK0003(16)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
10111505000033654398|税务登记证|-|-|通辽经济技术开发区国家税务局|税务登记
容15蒙GK0004(16)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
容15蒙GK0008(16)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
梯17蒙GK0005(16)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
梯17蒙GK0008(16)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
容15蒙GK0009(16)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
容15蒙GK0007(16)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
梯12蒙GK0001（16）|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
容15蒙GK0002(16)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
容15蒙GK0005(16)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
容15蒙GK0010(16)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
梯11蒙GK0002(17)|中华人民共和国特种设备使用登记证|-|-|通辽市质量技术监督局经济开发区分局|注册登记
