新时代文明实践·志愿服务|“点亮微心愿·共筑中国梦”关爱留守儿童活动邀您参与|-|北京焦点礼仪传媒公司、菜之锅草原羔羊餐饮公司、鼎华加油站、薛家湾友谊幼儿园、内蒙古伊泰准东铁路运输党支部、冬日阳光爱心公社、内蒙古回春堂医药连锁有限责任公司 、准格尔普僡医院 |-|微信公众号|-|2019年05月14日|-|https://news.tianyancha.com/detail/660342f2fb5efc0f0970a4a9a59f49a91177af4a.html
内蒙古伊泰准东铁路西营子发运站环保改造项目顺利开工|-|内蒙古准东铁路有限责任公司西营子发运站现场红旗飘飘，礼炮齐鸣。由内蒙古伊泰准东铁路有限责任公司投资的西营子发运站环保改造项目开工仪式在这里隆重举行|-|微信公众号|-|2019年04月23日|-|https://news.tianyancha.com/detail/504bb5e80831f8f7fa155644a08970442593b9c1.html
2019年铁路开工名单来了（内附线路详解）|-|| 7 22 | 唐呼线开行万吨列车葫芦站疏解改造工程 | / 23 | 乌北至准东铁路增建二线 | 193 24 | 岚山疏港铁路 | 31 25 ||-|微信公众号|-|2019年03月28日|-|https://news.tianyancha.com/detail/51cf6a5ff7d0f562453708b76d2b2e5454e31ae0.html
内蒙，伊泰集团！最新招聘公告！|-|被国务院列为全国规划建设的13个大型煤炭基地骨干企业之一。 下属内蒙古伊泰煤炭股份有限公司、伊泰准东铁路有限责任公司、呼准铁路有限责任公司、伊泰煤制油有限责任公司、中科合成油技术有限公司|-|微信公众号|-|2019年03月24日|-|https://news.tianyancha.com/detail/c9469b86e0110e49615c80f8d24dc0d8fc9f4ff7.html
伊泰招聘了！岗位很多，待遇丰厚，快来看！|-|一经查实，即刻取消面试资格或聘用资格。 2019年3月19日 来源：伊泰信息技术有限公司 内古伊泰准东铁路有限责任公司2019年校园招聘公告 一企业介绍|-|微信公众号|-|2019年03月22日|-|https://news.tianyancha.com/detail/0a0d8875cf0c25a976a204b9e335fbec36b0bf7e.html
春运大数据见证新疆前行脚步|-|提升通达能力为重点，加快推进库尔勒—格尔木铁路、和田—若羌铁路等重大项目建设，开工建设乌鲁木齐—准东铁路双线电气化改造工程，建成克拉玛依—塔城铁路，打造以兰新高铁为主干|-|微信公众号|-|2019年03月08日|-|https://news.tianyancha.com/detail/2ba0979a4e890397e9c88d4ac122861432a4244f.html
条条大路通新疆丝路古道变坦途|-|改扩建喀什、伊宁、阿克苏等6个支线机场；争取35亿元补助资金用于和田至若羌铁路和阿勒泰至富蕴至准东铁路项目建设。 李学东说，目前仍然是新疆基础设施建设的黄金期，"疆内环起来|-|大众网|-|2019年03月06日|-|https://news.tianyancha.com/detail/055d002121168dfd3a2d7a029415cf8c02d56e8c.html
条条大路通新疆：为高质量发展和百姓增收做保障|-|改扩建喀什、伊宁、阿克苏等6个支线机场；争取35亿元补助资金用于和田至若羌铁路和阿勒泰至富蕴至准东铁路项目建设。 李学东说，目前仍然是新疆基础设施建设的黄金期，"疆内环起来|-|大众网|-|2019年03月05日|-|https://news.tianyancha.com/detail/210164d904692e68dccef8fc6ec957a670fd94f2.html
2019年铁总开工建设的铁路名单，桩基人的福利！|-|二、福建（计划开工1个项目） 龙川至龙岩铁路龙岩至武平段 二一、新疆（计划开工1个项目） 乌北至准东铁路增加二线 二二、安徽（储备开工2个项目） 分别是宣城至绩溪高速铁路、黄山至池州高速铁路。|-|微信公众号|-|2019年02月19日|-|https://news.tianyancha.com/detail/2cc2106f8e172d8368908387e503051b3319f9ae.html
兖州煤业扩张后遗症：应收狂奔前三季利息高达27亿|-|11月，以21.53亿元入股临商银行。12月，再次出手，以19.43亿元收购伊泰准东铁路25%股权。算下来，全年并购金额已经超过200亿。之前的2016年|-|同花顺财经|-|2019年02月13日|-|https://news.tianyancha.com/detail/259e57ce0f567ef8d6011a6abc5a0ddd09876ce2.html
官方回复：重庆至昆明高铁2019年开工建设！|-|| 7 22 | 唐呼线开行万吨列车葫芦站疏解改造工程 | / 23 | 乌北至准东铁路增建二线 | 193 24 | 岚山疏港铁路 | 31 25 ||-|微信公众号|-|2019年02月12日|-|https://news.tianyancha.com/detail/e83dd765b07895375bd20c6b5a379a5f3b7fd772.html
