T15520141102050534|勘查许可证|-|-|内蒙古自治区国土资源厅|盟市探矿权延续申请
C1500002009064210023021|采矿许可证|-|-|内蒙古自治区国土资源厅|采矿权延续申请
取水（蒙新右）字[2016]第001号|取水许可证|-|-|新巴尔虎右旗林业水利局|取用地下水、地表水资源
CY2016027|建设项目环境影响登记表|-|-|新巴尔虎右旗环境保护局|正餐服务
JY31507270002500|食品经营许可证|-|-|新巴尔虎右旗食品药品监督管理局|热食类食品制售***
T15120081102020247|勘查许可证|-|-|内蒙古自治区国土资源厅|盟市探矿权变更申请
新右环验【2016】011号|内蒙古金山矿业有限公司锰银分离工业废水污染治理项目竣工环境保护验收意见的函|-|-|新巴尔虎右旗环境保护局|验收通过
JY31507270002495|食品经营许可证|-|-|新巴尔虎右旗食品药品监督管理局|热食类食品制售***
JY31507270002323|食品经营许可证|-|-|新巴尔虎右旗食品药品监督管理局|热食类食品制售***
152129GB16036202|第三类易制毒化学品|-|-|新巴尔虎右旗公安局|第三类易制毒化学品
JY31507270002340|食品经营许可证|-|-|新巴尔虎右旗食品药品监督管理局|热食类食品制售***
新右环验【2016】012号|内蒙古金山矿业有限公司额仁陶勒盖锰银矿年54万吨（3000t/d）选矿扬尘治理项目竣工环境保护验收意见的函|-|-|新巴尔虎右旗环境保护局|验收通过
JY31507270002331|食品经营许可证|-|-|新巴尔虎右旗食品药品监督管理局|热食类食品制售***
152129016040008|民用爆炸物品购买|-|-|新巴尔虎右旗公安局|民用爆炸物品运输
内草审字（2017）第498号|草原征用使用审核同意书|2017年11月07日|-|内蒙古自治区农牧业厅|征用使用草原审核
