内林资许准[2016]477号|赤峰云铜有色金属有限公司年产50万吨阴极铜搬迁扩建炉渣浮选工程项目|-|-|内蒙古自治区林业厅|使用林地
1504283203|内蒙古自治区污染物排放许可证|-|-|赤峰市环境保护局|化学需氧量：6.1×10-4万t/a
氨氮：0.8×10-4万t/a
二氧化硫：879.9×10-4万t/a
赤环审字[2015]51号|关于赤峰云铜有色金属有限公司熔炼渣浮选贫化项目环境影响报告书的批复|-|-|赤峰市环境保护局|赤峰云铜有色金属有限公司熔炼渣浮选贫化项目环境影响评价文件报批许可
内林资许准[2016]475号|赤峰云铜有色金属有限公司年产50万吨阴极铜搬迁扩建多金属回收工程项目|-|-|内蒙古自治区林业厅|使用林地
内林资许准[2016]478号|赤峰云铜有色金属有限公司年产50万吨阴极铜搬迁扩建火法冶炼工程项目|-|-|内蒙古自治区林业厅|使用林地
赤环审字[2015]67号|关于赤峰云铜有色金属有限公司粗铜连续吹炼工艺技术改造及电解车间增槽改造项目环境影响报告书的批复|-|-|赤峰市环境保护局|赤峰云铜有色金属有限公司粗铜连续吹炼工艺技术改造及电解车间增槽改造项目环境影响评价文件报批许可
赤水保字〔2016〕88号|赤峰云铜有色金属有限公司年产50万吨阴极铜搬迁扩建项目|-|-|赤峰市水土保持工作站|水土保持方案审批
赤环审字[2017]11号|关于赤峰云铜有色金属有限公司年产50万吨阴极铜搬迁扩建项目环境影响报告书的批复|-|-|赤峰市环境保护局|赤峰云铜有色金属有限公司年产50万吨阴极铜搬迁扩建项目环境影响评价文件报批许可
内林资许准[2016]528号|赤峰云铜有色金属有限公司钢材加工工程项目|-|-|内蒙古自治区林业厅|使用林地
内林资许准[2016]476号|赤峰云铜有色金属有限公司年产50万吨阴极铜搬迁扩建电解精炼工程项目|-|-|内蒙古自治区林业厅|使用林地
地字第150403201700003号|建设用地规划许可证|2017年08月30日|-|赤峰市规划局|建设用地面积580290平方米。
1504283203|内蒙古自治区污染物排放许可证|2017年08月30日|2018年08月29日|赤峰市环境保护局|二氧化硫：304.4×10-4万t/a    ，氮氧化物：72.4×10-4 万t/a  ，化学需氧量：2.4×10-4万t/a   ，氨氮：0.1×10-4万t/a
赤政土发[2017]17号|建设用地批准书|2017年09月07日|2021年04月30日|赤峰市国土资源局|按规划建设赤峰云铜有色金属有限公司环保升级搬迁改造项目
JY31504280021788|食品经营许可证|2017年10月11日|2022年10月10日|无|热食类食品制售***
JY31504280021788|食品经营许可证|2017年10月11日|-|喀喇沁旗市场监督管理局|热食类食品制售***
911504287870948631001P|排污许可证|2017年12月20日|2020年12月19日|赤峰市环境保护局|污染物排放许可
建字第150403201800004号|建设工程规划许可证|2018年01月25日|-|赤峰市规划局|本证批准总计15栋建筑物，总建筑面积：16078.5平方米，地上建筑面积15567.2平方米，地下建筑面积511.3平方米；构筑物10栋，面积4263.7平方米。
-|关于赤峰云铜有色金属有限公司跨市转移危险废物的批复|2018年06月11日|2018年12月31日|赤峰市环境保护局|经与巴彦淖尔市环保局协商，同意赤峰云铜有色金属有限公司将净化工序过程产生的酸泥500吨（321-101-22）转移至乌拉特后旗鑫源再生资源有限公司进行安全处置，运输单位为赤峰八达运输有限公司，转移有效期截止至2018年12月31日。
赤政土发[2018]16号|建设用地批准书|2018年06月26日|2022年06月30日|赤峰市国土资源局|按规划建设赤峰云铜有色金属有限公司环保升级搬迁改造项目
-|关于赤峰云铜有色金属有限公司跨市转移微信废物的批复|2018年07月26日|2018年09月30日|赤峰市环境保护局|经与巴彦淖尔市环保局协商，同意赤峰云铜有色金属有限公司将铜冶炼工序产生的烟灰5000吨（321-002-48）转移至乌拉特后旗鑫源再生资源有限公司，转移有效期截止至2018年9月30日
（蒙）WH安许证字[2018]200018号|危险化学品安全生产许可证|2018年12月17日|2021年12月16日|赤峰市安全生产监督管理局|硫酸42万吨/年、发烟硫酸10万吨/年、煤焦油240吨/年
赤环表[2018]3号|关于赤峰云铜有色金属有限公司环保升级搬迁改造项目余热发电站专项环境影响报告表的批复|2018年12月25日|-|赤峰市环境保护局|赤峰云铜有色金属有限公司环保升级搬迁改造项目余热发电站专项环境影响评价文件报批许可
（蒙）XK13-015-00003|全国工业产品生产许可证|2015年03月24日|-|内蒙古自治区质量技术监督局|浓硫酸、发烟硫酸
（蒙）WH安许证字（2015）200018号|安全生产许可证|2015年12月17日|-|内蒙古自治区安全生产监督管理局|硫酸
C1504002012127130131240|采矿许可证|2015年12月19日|-|赤峰市国土资源局|脉石英
蒙D危化经字〔2017〕000121号|危险化学品经营许可证|2016年05月18日|-|赤峰市安全生产监督管理局|硫酸
C1504002012127130131240|采矿许可证|2018年12月19日|2021年12月19日|赤峰市国土资源局|盟市采矿权延续
